file_path,line_no,function_name,return_type,parameter_types,full_signature
include/deviceinfo.h,79,OH_GetProductSeries,const char *,void,const char * OH_GetProductSeries(void)
include/deviceinfo.h,159,OH_GetSdkApiVersion,int,void,int OH_GetSdkApiVersion(void)
include/deviceinfo.h,121,OH_GetSecurityPatchTag,const char *,void,const char * OH_GetSecurityPatchTag(void)
include/deviceinfo.h,93,OH_GetSoftwareModel,const char *,void,const char * OH_GetSoftwareModel(void)
include/deviceinfo.h,173,OH_GetVersionId,const char *,void,const char * OH_GetVersionId(void)
include/syscap_ndk.h,53,canIUse,bool,const char * cap,bool canIUse(const char *)
include/resourcemanager/ohresmgr.h,911,OH_ResourceManager_AddResource,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * path","ResourceManager_ErrorCode OH_ResourceManager_AddResource(const NativeResourceManager *,const char *)"
include/resourcemanager/ohresmgr.h,875,OH_ResourceManager_GetBool,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,bool * resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetBool(const NativeResourceManager *,uint32_t,bool *)"
include/resourcemanager/ohresmgr.h,896,OH_ResourceManager_GetBoolByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,bool * resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetBoolByName(const NativeResourceManager *,const char *,bool *)"
include/resourcemanager/ohresmgr.h,749,OH_ResourceManager_GetColor,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,uint32_t * resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetColor(const NativeResourceManager *,uint32_t,uint32_t *)"
include/resourcemanager/ohresmgr.h,770,OH_ResourceManager_GetColorByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,uint32_t * resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetColorByName(const NativeResourceManager *,const char *,uint32_t *)"
include/resourcemanager/ohresmgr.h,433,OH_ResourceManager_GetConfiguration,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,ResourceManager_Configuration * configuration","ResourceManager_ErrorCode OH_ResourceManager_GetConfiguration(const NativeResourceManager *,ResourceManager_Configuration *)"
include/resourcemanager/ohresmgr.h,678,OH_ResourceManager_GetDoublePluralString,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,double num,char ** resultValue,...","ResourceManager_ErrorCode OH_ResourceManager_GetDoublePluralString(const NativeResourceManager *,uint32_t,double,char **,...)"
include/resourcemanager/ohresmgr.h,728,OH_ResourceManager_GetDoublePluralStringByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,double num,char ** resultValue,...","ResourceManager_ErrorCode OH_ResourceManager_GetDoublePluralStringByName(const NativeResourceManager *,const char *,double,char **,...)"
include/resourcemanager/ohresmgr.h,257,OH_ResourceManager_GetDrawableDescriptor,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,ArkUI_DrawableDescriptor ** drawableDescriptor,uint32_t density=0,uint32_t type=0","ResourceManager_ErrorCode OH_ResourceManager_GetDrawableDescriptor(const NativeResourceManager *,uint32_t,ArkUI_DrawableDescriptor **,uint32_t density=0,uint32_t type=0)"
include/resourcemanager/ohresmgr.h,304,OH_ResourceManager_GetDrawableDescriptorByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,ArkUI_DrawableDescriptor ** drawableDescriptor,uint32_t density=0,uint32_t type=0","ResourceManager_ErrorCode OH_ResourceManager_GetDrawableDescriptorByName(const NativeResourceManager *,const char *,ArkUI_DrawableDescriptor **,uint32_t density=0,uint32_t type=0)"
include/resourcemanager/ohresmgr.h,281,OH_ResourceManager_GetDrawableDescriptorData,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,ArkUI_DrawableDescriptor ** drawableDescriptor,uint32_t density,uint32_t type","ResourceManager_ErrorCode OH_ResourceManager_GetDrawableDescriptorData(const NativeResourceManager *,uint32_t,ArkUI_DrawableDescriptor **,uint32_t,uint32_t)"
include/resourcemanager/ohresmgr.h,327,OH_ResourceManager_GetDrawableDescriptorDataByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,ArkUI_DrawableDescriptor ** drawableDescriptor,uint32_t density,uint32_t type","ResourceManager_ErrorCode OH_ResourceManager_GetDrawableDescriptorDataByName(const NativeResourceManager *,const char *,ArkUI_DrawableDescriptor **,uint32_t,uint32_t)"
include/resourcemanager/ohresmgr.h,833,OH_ResourceManager_GetFloat,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,float * resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetFloat(const NativeResourceManager *,uint32_t,float *)"
include/resourcemanager/ohresmgr.h,854,OH_ResourceManager_GetFloatByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,float * resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetFloatByName(const NativeResourceManager *,const char *,float *)"
include/resourcemanager/ohresmgr.h,791,OH_ResourceManager_GetInt,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,int * resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetInt(const NativeResourceManager *,uint32_t,int *)"
include/resourcemanager/ohresmgr.h,812,OH_ResourceManager_GetIntByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,int * resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetIntByName(const NativeResourceManager *,const char *,int *)"
include/resourcemanager/ohresmgr.h,653,OH_ResourceManager_GetIntPluralString,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,uint32_t num,char ** resultValue,...","ResourceManager_ErrorCode OH_ResourceManager_GetIntPluralString(const NativeResourceManager *,uint32_t,uint32_t,char **,...)"
include/resourcemanager/ohresmgr.h,703,OH_ResourceManager_GetIntPluralStringByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,uint32_t num,char ** resultValue,...","ResourceManager_ErrorCode OH_ResourceManager_GetIntPluralStringByName(const NativeResourceManager *,const char *,uint32_t,char **,...)"
include/resourcemanager/ohresmgr.h,390,OH_ResourceManager_GetLocales,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,char *** resultValue,uint32_t * resultLen,bool includeSystem=false","ResourceManager_ErrorCode OH_ResourceManager_GetLocales(const NativeResourceManager *,char ***,uint32_t *,bool includeSystem=false)"
include/resourcemanager/ohresmgr.h,411,OH_ResourceManager_GetLocalesData,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,char *** resultValue,uint32_t * resultLen,bool includeSystem","ResourceManager_ErrorCode OH_ResourceManager_GetLocalesData(const NativeResourceManager *,char ***,uint32_t *,bool)"
include/resourcemanager/ohresmgr.h,162,OH_ResourceManager_GetMedia,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,uint8_t ** resultValue,uint64_t * resultLen,uint32_t density=0","ResourceManager_ErrorCode OH_ResourceManager_GetMedia(const NativeResourceManager *,uint32_t,uint8_t **,uint64_t *,uint32_t density=0)"
include/resourcemanager/ohresmgr.h,66,OH_ResourceManager_GetMediaBase64,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,char ** resultValue,uint64_t * resultLen,uint32_t density=0","ResourceManager_ErrorCode OH_ResourceManager_GetMediaBase64(const NativeResourceManager *,uint32_t,char **,uint64_t *,uint32_t density=0)"
include/resourcemanager/ohresmgr.h,114,OH_ResourceManager_GetMediaBase64ByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,char ** resultValue,uint64_t * resultLen,uint32_t density=0","ResourceManager_ErrorCode OH_ResourceManager_GetMediaBase64ByName(const NativeResourceManager *,const char *,char **,uint64_t *,uint32_t density=0)"
include/resourcemanager/ohresmgr.h,90,OH_ResourceManager_GetMediaBase64Data,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,char ** resultValue,uint64_t * resultLen,uint32_t density","ResourceManager_ErrorCode OH_ResourceManager_GetMediaBase64Data(const NativeResourceManager *,uint32_t,char **,uint64_t *,uint32_t)"
include/resourcemanager/ohresmgr.h,138,OH_ResourceManager_GetMediaBase64DataByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,char ** resultValue,uint64_t * resultLen,uint32_t density","ResourceManager_ErrorCode OH_ResourceManager_GetMediaBase64DataByName(const NativeResourceManager *,const char *,char **,uint64_t *,uint32_t)"
include/resourcemanager/ohresmgr.h,210,OH_ResourceManager_GetMediaByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,uint8_t ** resultValue,uint64_t * resultLen,uint32_t density=0","ResourceManager_ErrorCode OH_ResourceManager_GetMediaByName(const NativeResourceManager *,const char *,uint8_t **,uint64_t *,uint32_t density=0)"
include/resourcemanager/ohresmgr.h,186,OH_ResourceManager_GetMediaData,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,uint8_t ** resultValue,uint64_t * resultLen,uint32_t density","ResourceManager_ErrorCode OH_ResourceManager_GetMediaData(const NativeResourceManager *,uint32_t,uint8_t **,uint64_t *,uint32_t)"
include/resourcemanager/ohresmgr.h,234,OH_ResourceManager_GetMediaDataByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,uint8_t ** resultValue,uint64_t * resultLen,uint32_t density","ResourceManager_ErrorCode OH_ResourceManager_GetMediaDataByName(const NativeResourceManager *,const char *,uint8_t **,uint64_t *,uint32_t)"
include/resourcemanager/ohresmgr.h,602,OH_ResourceManager_GetPluralString,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,uint32_t num,char ** resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetPluralString(const NativeResourceManager *,uint32_t,uint32_t,char **)"
include/resourcemanager/ohresmgr.h,628,OH_ResourceManager_GetPluralStringByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,uint32_t num,char ** resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetPluralStringByName(const NativeResourceManager *,const char *,uint32_t,char **)"
include/resourcemanager/ohresmgr.h,451,OH_ResourceManager_GetResourceConfiguration,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,ResourceManager_Configuration * configuration","ResourceManager_ErrorCode OH_ResourceManager_GetResourceConfiguration(const NativeResourceManager *,ResourceManager_Configuration *)"
include/resourcemanager/ohresmgr.h,489,OH_ResourceManager_GetString,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,char ** resultValue,...","ResourceManager_ErrorCode OH_ResourceManager_GetString(const NativeResourceManager *,uint32_t,char **,...)"
include/resourcemanager/ohresmgr.h,540,OH_ResourceManager_GetStringArray,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,char *** resultValue,uint32_t * resultLen","ResourceManager_ErrorCode OH_ResourceManager_GetStringArray(const NativeResourceManager *,uint32_t,char ***,uint32_t *)"
include/resourcemanager/ohresmgr.h,564,OH_ResourceManager_GetStringArrayByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,char *** resultValue,uint32_t * resultLen","ResourceManager_ErrorCode OH_ResourceManager_GetStringArrayByName(const NativeResourceManager *,const char *,char ***,uint32_t *)"
include/resourcemanager/ohresmgr.h,516,OH_ResourceManager_GetStringByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,char ** resultValue,...","ResourceManager_ErrorCode OH_ResourceManager_GetStringByName(const NativeResourceManager *,const char *,char **,...)"
include/resourcemanager/ohresmgr.h,348,OH_ResourceManager_GetSymbol,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,uint32_t resId,uint32_t * resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetSymbol(const NativeResourceManager *,uint32_t,uint32_t *)"
include/resourcemanager/ohresmgr.h,369,OH_ResourceManager_GetSymbolByName,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * resName,uint32_t * resultValue","ResourceManager_ErrorCode OH_ResourceManager_GetSymbolByName(const NativeResourceManager *,const char *,uint32_t *)"
include/resourcemanager/ohresmgr.h,463,OH_ResourceManager_ReleaseConfiguration,ResourceManager_ErrorCode,ResourceManager_Configuration * configuration,ResourceManager_ErrorCode OH_ResourceManager_ReleaseConfiguration(ResourceManager_Configuration *)
include/resourcemanager/ohresmgr.h,577,OH_ResourceManager_ReleaseStringArray,ResourceManager_ErrorCode,"char *** resValue,uint32_t len","ResourceManager_ErrorCode OH_ResourceManager_ReleaseStringArray(char ***,uint32_t)"
include/resourcemanager/ohresmgr.h,925,OH_ResourceManager_RemoveResource,ResourceManager_ErrorCode,"const NativeResourceManager * mgr,const char * path","ResourceManager_ErrorCode OH_ResourceManager_RemoveResource(const NativeResourceManager *,const char *)"
include/BasicServicesKit/ohscan.h,288,OH_Scan_CancelScan,int32_t,const char * scannerId,int32_t OH_Scan_CancelScan(const char *)
include/BasicServicesKit/ohscan.h,209,OH_Scan_CloseScanner,int32_t,const char * scannerId,int32_t OH_Scan_CloseScanner(const char *)
include/BasicServicesKit/ohscan.h,326,OH_Scan_Exit,int32_t,void,int32_t OH_Scan_Exit(void)
include/BasicServicesKit/ohscan.h,311,OH_Scan_GetPictureScanProgress,int32_t,"const char * scannerId,Scan_PictureScanProgress * prog","int32_t OH_Scan_GetPictureScanProgress(const char *,Scan_PictureScanProgress *)"
include/BasicServicesKit/ohscan.h,228,OH_Scan_GetScannerParameter,Scan_ScannerOptions *,"const char * scannerId,int32_t * errorCode","Scan_ScannerOptions * OH_Scan_GetScannerParameter(const char *,int32_t *)"
include/BasicServicesKit/ohscan.h,161,OH_Scan_Init,int32_t,void,int32_t OH_Scan_Init(void)
include/BasicServicesKit/ohscan.h,194,OH_Scan_OpenScanner,int32_t,const char * scannerId,int32_t OH_Scan_OpenScanner(const char *)
include/BasicServicesKit/ohscan.h,249,OH_Scan_SetScannerParameter,int32_t,"const char * scannerId,const int32_t option,const char * value","int32_t OH_Scan_SetScannerParameter(const char *,const int32_t,const char *)"
include/BasicServicesKit/ohscan.h,272,OH_Scan_StartScan,int32_t,"const char * scannerId,bool batchMode","int32_t OH_Scan_StartScan(const char *,bool)"
include/BasicServicesKit/ohscan.h,175,OH_Scan_StartScannerDiscovery,int32_t,Scan_ScannerDiscoveryCallback callback,int32_t OH_Scan_StartScannerDiscovery(Scan_ScannerDiscoveryCallback)
include/BasicServicesKit/time_service.h,73,OH_TimeService_GetTimeZone,TimeService_ErrCode,"char * timeZone,uint32_t len","TimeService_ErrCode OH_TimeService_GetTimeZone(char *,uint32_t)"
include/BasicServicesKit/oh_commonevent.h,742,OH_CommonEvent_AbortCommonEvent,bool,CommonEvent_Subscriber * subscriber,bool OH_CommonEvent_AbortCommonEvent(CommonEvent_Subscriber *)
include/BasicServicesKit/oh_commonevent.h,752,OH_CommonEvent_ClearAbortCommonEvent,bool,CommonEvent_Subscriber * subscriber,bool OH_CommonEvent_ClearAbortCommonEvent(CommonEvent_Subscriber *)
include/BasicServicesKit/oh_commonevent.h,374,OH_CommonEvent_CreateParameters,CommonEvent_Parameters *,void,CommonEvent_Parameters * OH_CommonEvent_CreateParameters(void)
include/BasicServicesKit/oh_commonevent.h,286,OH_CommonEvent_CreatePublishInfo,CommonEvent_PublishInfo *,bool ordered,CommonEvent_PublishInfo * OH_CommonEvent_CreatePublishInfo(bool)
include/BasicServicesKit/oh_commonevent.h,140,OH_CommonEvent_CreateSubscribeInfo,CommonEvent_SubscribeInfo *,"const char * events[],int32_t eventsNum","CommonEvent_SubscribeInfo * OH_CommonEvent_CreateSubscribeInfo(const char * events[],int32_t)"
include/BasicServicesKit/oh_commonevent.h,186,OH_CommonEvent_CreateSubscriber,CommonEvent_Subscriber *,"const CommonEvent_SubscribeInfo * info,CommonEvent_ReceiveCallback callback","CommonEvent_Subscriber * OH_CommonEvent_CreateSubscriber(const CommonEvent_SubscribeInfo *,CommonEvent_ReceiveCallback)"
include/BasicServicesKit/oh_commonevent.h,382,OH_CommonEvent_DestroyParameters,void,CommonEvent_Parameters * param,void OH_CommonEvent_DestroyParameters(CommonEvent_Parameters *)
include/BasicServicesKit/oh_commonevent.h,295,OH_CommonEvent_DestroyPublishInfo,void,CommonEvent_PublishInfo * info,void OH_CommonEvent_DestroyPublishInfo(CommonEvent_PublishInfo *)
include/BasicServicesKit/oh_commonevent.h,175,OH_CommonEvent_DestroySubscribeInfo,void,CommonEvent_SubscribeInfo * info,void OH_CommonEvent_DestroySubscribeInfo(CommonEvent_SubscribeInfo *)
include/BasicServicesKit/oh_commonevent.h,196,OH_CommonEvent_DestroySubscriber,void,CommonEvent_Subscriber * subscriber,void OH_CommonEvent_DestroySubscriber(CommonEvent_Subscriber *)
include/BasicServicesKit/oh_commonevent.h,722,OH_CommonEvent_FinishCommonEvent,bool,CommonEvent_Subscriber * subscriber,bool OH_CommonEvent_FinishCommonEvent(CommonEvent_Subscriber *)
include/BasicServicesKit/oh_commonevent.h,732,OH_CommonEvent_GetAbortCommonEvent,bool,const CommonEvent_Subscriber * subscriber,bool OH_CommonEvent_GetAbortCommonEvent(const CommonEvent_Subscriber *)
include/BasicServicesKit/oh_commonevent.h,541,OH_CommonEvent_GetBoolArrayFromParameters,int32_t,"const CommonEvent_Parameters * para,const char * key,bool ** array","int32_t OH_CommonEvent_GetBoolArrayFromParameters(const CommonEvent_Parameters *,const char *,bool **)"
include/BasicServicesKit/oh_commonevent.h,515,OH_CommonEvent_GetBoolFromParameters,bool,"const CommonEvent_Parameters * para,const char * key,const bool defaultValue","bool OH_CommonEvent_GetBoolFromParameters(const CommonEvent_Parameters *,const char *,const bool)"
include/BasicServicesKit/oh_commonevent.h,266,OH_CommonEvent_GetBundleNameFromRcvData,const char *,const CommonEvent_RcvData * rcvData,const char * OH_CommonEvent_GetBundleNameFromRcvData(const CommonEvent_RcvData *)
include/BasicServicesKit/oh_commonevent.h,596,OH_CommonEvent_GetCharArrayFromParameters,int32_t,"const CommonEvent_Parameters * para,const char * key,char ** array","int32_t OH_CommonEvent_GetCharArrayFromParameters(const CommonEvent_Parameters *,const char *,char **)"
include/BasicServicesKit/oh_commonevent.h,570,OH_CommonEvent_GetCharFromParameters,char,"const CommonEvent_Parameters * para,const char * key,const char defaultValue","char OH_CommonEvent_GetCharFromParameters(const CommonEvent_Parameters *,const char *,const char)"
include/BasicServicesKit/oh_commonevent.h,246,OH_CommonEvent_GetCodeFromRcvData,int32_t,const CommonEvent_RcvData * rcvData,int32_t OH_CommonEvent_GetCodeFromRcvData(const CommonEvent_RcvData *)
include/BasicServicesKit/oh_commonevent.h,762,OH_CommonEvent_GetCodeFromSubscriber,int32_t,const CommonEvent_Subscriber * subscriber,int32_t OH_CommonEvent_GetCodeFromSubscriber(const CommonEvent_Subscriber *)
include/BasicServicesKit/oh_commonevent.h,783,OH_CommonEvent_GetDataFromSubscriber,const char *,const CommonEvent_Subscriber * subscriber,const char * OH_CommonEvent_GetDataFromSubscriber(const CommonEvent_Subscriber *)
include/BasicServicesKit/oh_commonevent.h,256,OH_CommonEvent_GetDataStrFromRcvData,const char *,const CommonEvent_RcvData * rcvData,const char * OH_CommonEvent_GetDataStrFromRcvData(const CommonEvent_RcvData *)
include/BasicServicesKit/oh_commonevent.h,652,OH_CommonEvent_GetDoubleArrayFromParameters,int32_t,"const CommonEvent_Parameters * para,const char * key,double ** array","int32_t OH_CommonEvent_GetDoubleArrayFromParameters(const CommonEvent_Parameters *,const char *,double **)"
include/BasicServicesKit/oh_commonevent.h,624,OH_CommonEvent_GetDoubleFromParameters,double,"const CommonEvent_Parameters * para,const char * key,const double defaultValue","double OH_CommonEvent_GetDoubleFromParameters(const CommonEvent_Parameters *,const char *,const double)"
include/BasicServicesKit/oh_commonevent.h,236,OH_CommonEvent_GetEventFromRcvData,const char *,const CommonEvent_RcvData * rcvData,const char * OH_CommonEvent_GetEventFromRcvData(const CommonEvent_RcvData *)
include/BasicServicesKit/oh_commonevent.h,431,OH_CommonEvent_GetIntArrayFromParameters,int32_t,"const CommonEvent_Parameters * para,const char * key,int ** array","int32_t OH_CommonEvent_GetIntArrayFromParameters(const CommonEvent_Parameters *,const char *,int **)"
include/BasicServicesKit/oh_commonevent.h,405,OH_CommonEvent_GetIntFromParameters,int,"const CommonEvent_Parameters * para,const char * key,const int defaultValue","int OH_CommonEvent_GetIntFromParameters(const CommonEvent_Parameters *,const char *,const int)"
include/BasicServicesKit/oh_commonevent.h,486,OH_CommonEvent_GetLongArrayFromParameters,int32_t,"const CommonEvent_Parameters * para,const char * key,long ** array","int32_t OH_CommonEvent_GetLongArrayFromParameters(const CommonEvent_Parameters *,const char *,long **)"
include/BasicServicesKit/oh_commonevent.h,460,OH_CommonEvent_GetLongFromParameters,long,"const CommonEvent_Parameters * para,const char * key,const long defaultValue","long OH_CommonEvent_GetLongFromParameters(const CommonEvent_Parameters *,const char *,const long)"
include/BasicServicesKit/oh_commonevent.h,276,OH_CommonEvent_GetParametersFromRcvData,const CommonEvent_Parameters *,const CommonEvent_RcvData * rcvData,const CommonEvent_Parameters * OH_CommonEvent_GetParametersFromRcvData(const CommonEvent_RcvData *)
include/BasicServicesKit/oh_commonevent.h,393,OH_CommonEvent_HasKeyInParameters,bool,"const CommonEvent_Parameters * para,const char * key","bool OH_CommonEvent_HasKeyInParameters(const CommonEvent_Parameters *,const char *)"
include/BasicServicesKit/oh_commonevent.h,712,OH_CommonEvent_IsOrderedCommonEvent,bool,const CommonEvent_Subscriber * subscriber,bool OH_CommonEvent_IsOrderedCommonEvent(const CommonEvent_Subscriber *)
include/BasicServicesKit/oh_commonevent.h,686,OH_CommonEvent_Publish,CommonEvent_ErrCode,const char * event,CommonEvent_ErrCode OH_CommonEvent_Publish(const char *)
include/BasicServicesKit/oh_commonevent.h,702,OH_CommonEvent_PublishWithInfo,CommonEvent_ErrCode,"const char * event,const CommonEvent_PublishInfo * info","CommonEvent_ErrCode OH_CommonEvent_PublishWithInfo(const char *,const CommonEvent_PublishInfo *)"
include/BasicServicesKit/oh_commonevent.h,557,OH_CommonEvent_SetBoolArrayToParameters,CommonEvent_ErrCode,"CommonEvent_Parameters * param,const char * key,const bool * value,size_t num","CommonEvent_ErrCode OH_CommonEvent_SetBoolArrayToParameters(CommonEvent_Parameters *,const char *,const bool *,size_t)"
include/BasicServicesKit/oh_commonevent.h,529,OH_CommonEvent_SetBoolToParameters,CommonEvent_ErrCode,"CommonEvent_Parameters * param,const char * key,bool value","CommonEvent_ErrCode OH_CommonEvent_SetBoolToParameters(CommonEvent_Parameters *,const char *,bool)"
include/BasicServicesKit/oh_commonevent.h,611,OH_CommonEvent_SetCharArrayToParameters,CommonEvent_ErrCode,"CommonEvent_Parameters * param,const char * key,const char * value,size_t num","CommonEvent_ErrCode OH_CommonEvent_SetCharArrayToParameters(CommonEvent_Parameters *,const char *,const char *,size_t)"
include/BasicServicesKit/oh_commonevent.h,584,OH_CommonEvent_SetCharToParameters,CommonEvent_ErrCode,"CommonEvent_Parameters * param,const char * key,char value","CommonEvent_ErrCode OH_CommonEvent_SetCharToParameters(CommonEvent_Parameters *,const char *,char)"
include/BasicServicesKit/oh_commonevent.h,773,OH_CommonEvent_SetCodeToSubscriber,bool,"CommonEvent_Subscriber * subscriber,int32_t code","bool OH_CommonEvent_SetCodeToSubscriber(CommonEvent_Subscriber *,int32_t)"
include/BasicServicesKit/oh_commonevent.h,795,OH_CommonEvent_SetDataToSubscriber,bool,"CommonEvent_Subscriber * subscriber,const char * data,size_t length","bool OH_CommonEvent_SetDataToSubscriber(CommonEvent_Subscriber *,const char *,size_t)"
include/BasicServicesKit/oh_commonevent.h,669,OH_CommonEvent_SetDoubleArrayToParameters,CommonEvent_ErrCode,"CommonEvent_Parameters * param,const char * key,const double * value,size_t num","CommonEvent_ErrCode OH_CommonEvent_SetDoubleArrayToParameters(CommonEvent_Parameters *,const char *,const double *,size_t)"
include/BasicServicesKit/oh_commonevent.h,639,OH_CommonEvent_SetDoubleToParameters,CommonEvent_ErrCode,"CommonEvent_Parameters * param,const char * key,double value","CommonEvent_ErrCode OH_CommonEvent_SetDoubleToParameters(CommonEvent_Parameters *,const char *,double)"
include/BasicServicesKit/oh_commonevent.h,447,OH_CommonEvent_SetIntArrayToParameters,CommonEvent_ErrCode,"CommonEvent_Parameters * param,const char * key,const int * value,size_t num","CommonEvent_ErrCode OH_CommonEvent_SetIntArrayToParameters(CommonEvent_Parameters *,const char *,const int *,size_t)"
include/BasicServicesKit/oh_commonevent.h,419,OH_CommonEvent_SetIntToParameters,CommonEvent_ErrCode,"CommonEvent_Parameters * param,const char * key,int value","CommonEvent_ErrCode OH_CommonEvent_SetIntToParameters(CommonEvent_Parameters *,const char *,int)"
