file_path,line_no,function_name,return_type,parameter_types,full_signature
include/arkui/native_node.h,9619,OH_ArkUI_NodeUtils_GetNodeType,int32_t,ArkUI_NodeHandle node,int32_t OH_ArkUI_NodeUtils_GetNodeType(ArkUI_NodeHandle)
include/arkui/native_node.h,9978,OH_ArkUI_NodeUtils_GetNodeUniqueId,int32_t,"ArkUI_NodeHandle node,int32_t * uniqueId","int32_t OH_ArkUI_NodeUtils_GetNodeUniqueId(ArkUI_NodeHandle,int32_t *)"
include/arkui/native_node.h,9578,OH_ArkUI_NodeUtils_GetParentInPageTree,ArkUI_NodeHandle,ArkUI_NodeHandle node,ArkUI_NodeHandle OH_ArkUI_NodeUtils_GetParentInPageTree(ArkUI_NodeHandle)
include/arkui/native_node.h,9890,OH_ArkUI_NodeUtils_GetPositionToParent,int32_t,"ArkUI_NodeHandle node,ArkUI_IntOffset * globalOffset","int32_t OH_ArkUI_NodeUtils_GetPositionToParent(ArkUI_NodeHandle,ArkUI_IntOffset *)"
include/arkui/native_node.h,9537,OH_ArkUI_NodeUtils_GetPositionWithTranslateInScreen,int32_t,"ArkUI_NodeHandle node,ArkUI_IntOffset * translateOffset","int32_t OH_ArkUI_NodeUtils_GetPositionWithTranslateInScreen(ArkUI_NodeHandle,ArkUI_IntOffset *)"
include/arkui/native_node.h,9524,OH_ArkUI_NodeUtils_GetPositionWithTranslateInWindow,int32_t,"ArkUI_NodeHandle node,ArkUI_IntOffset * translateOffset","int32_t OH_ArkUI_NodeUtils_GetPositionWithTranslateInWindow(ArkUI_NodeHandle,ArkUI_IntOffset *)"
include/arkui/native_node.h,9632,OH_ArkUI_NodeUtils_GetWindowInfo,int32_t,"ArkUI_NodeHandle node,ArkUI_HostWindowInfo ** info","int32_t OH_ArkUI_NodeUtils_GetWindowInfo(ArkUI_NodeHandle,ArkUI_HostWindowInfo **)"
include/arkui/native_node.h,9609,OH_ArkUI_NodeUtils_IsCreatedByNDK,bool,ArkUI_NodeHandle node,bool OH_ArkUI_NodeUtils_IsCreatedByNDK(ArkUI_NodeHandle)
include/arkui/native_node.h,9774,OH_ArkUI_NodeUtils_MoveTo,int32_t,"ArkUI_NodeHandle node,ArkUI_NodeHandle target_parent,int32_t index","int32_t OH_ArkUI_NodeUtils_MoveTo(ArkUI_NodeHandle,ArkUI_NodeHandle,int32_t)"
include/arkui/native_node.h,9556,OH_ArkUI_NodeUtils_RemoveCustomProperty,void,"ArkUI_NodeHandle node,const char * name","void OH_ArkUI_NodeUtils_RemoveCustomProperty(ArkUI_NodeHandle,const char *)"
include/arkui/native_node.h,9786,OH_ArkUI_NodeUtils_SetCrossLanguageOption,int32_t,"ArkUI_NodeHandle node,ArkUI_CrossLanguageOption * option","int32_t OH_ArkUI_NodeUtils_SetCrossLanguageOption(ArkUI_NodeHandle,ArkUI_CrossLanguageOption *)"
include/arkui/native_node.h,9825,OH_ArkUI_RegisterDrawCallbackOnNodeHandle,int32_t,"ArkUI_NodeHandle node,void * userData,void (* onDrawCompleted)(void * userData)","int32_t OH_ArkUI_RegisterDrawCallbackOnNodeHandle(ArkUI_NodeHandle,void *,void (* onDrawCompleted)(void * userData))"
include/arkui/native_node.h,9811,OH_ArkUI_RegisterLayoutCallbackOnNodeHandle,int32_t,"ArkUI_NodeHandle node,void * userData,void (* onLayoutCompleted)(void * userData)","int32_t OH_ArkUI_RegisterLayoutCallbackOnNodeHandle(ArkUI_NodeHandle,void *,void (* onLayoutCompleted)(void * userData))"
include/arkui/native_node.h,9709,OH_ArkUI_RegisterSystemColorModeChangeEvent,int32_t,"ArkUI_NodeHandle node,void * userData,void (* onColorModeChange)(ArkUI_SystemColorMode colorMode,void * userData)","int32_t OH_ArkUI_RegisterSystemColorModeChangeEvent(ArkUI_NodeHandle,void *,void (* onColorModeChange)(ArkUI_SystemColorMode colorMode,void * userData))"
include/arkui/native_node.h,9732,OH_ArkUI_RegisterSystemFontStyleChangeEvent,int32_t,"ArkUI_NodeHandle node,void * userData,void (* onFontStyleChange)(ArkUI_SystemFontStyleEvent * event,void * userData)","int32_t OH_ArkUI_RegisterSystemFontStyleChangeEvent(ArkUI_NodeHandle,void *,void (* onFontStyleChange)(ArkUI_SystemFontStyleEvent * event,void * userData))"
include/arkui/native_node.h,9937,OH_ArkUI_RemoveSupportedUIStates,ArkUI_ErrorCode,"ArkUI_NodeHandle node,int32_t uiStates","ArkUI_ErrorCode OH_ArkUI_RemoveSupportedUIStates(ArkUI_NodeHandle,int32_t)"
include/arkui/native_node.h,9952,OH_ArkUI_RunTaskInScope,int32_t,"ArkUI_ContextHandle uiContext,void * userData,void (* callback)(void * userData)","int32_t OH_ArkUI_RunTaskInScope(ArkUI_ContextHandle,void *,void (* callback)(void * userData))"
include/arkui/native_node.h,9995,OH_ArkUI_SetForceDarkConfig,int32_t,"ArkUI_ContextHandle uiContext,bool forceDark,ArkUI_NodeType nodeType,uint32_t (* colorInvertFunc)(uint32_t color)","int32_t OH_ArkUI_SetForceDarkConfig(ArkUI_ContextHandle,bool,ArkUI_NodeType,uint32_t (* colorInvertFunc)(uint32_t color))"
include/arkui/native_node.h,9750,OH_ArkUI_SystemFontStyleEvent_GetFontSizeScale,float,const ArkUI_SystemFontStyleEvent * event,float OH_ArkUI_SystemFontStyleEvent_GetFontSizeScale(const ArkUI_SystemFontStyleEvent *)
include/arkui/native_node.h,9759,OH_ArkUI_SystemFontStyleEvent_GetFontWeightScale,float,const ArkUI_SystemFontStyleEvent * event,float OH_ArkUI_SystemFontStyleEvent_GetFontWeightScale(const ArkUI_SystemFontStyleEvent *)
include/arkui/native_node.h,9848,OH_ArkUI_UnregisterDrawCallbackOnNodeHandle,int32_t,ArkUI_NodeHandle node,int32_t OH_ArkUI_UnregisterDrawCallbackOnNodeHandle(ArkUI_NodeHandle)
include/arkui/native_node.h,9837,OH_ArkUI_UnregisterLayoutCallbackOnNodeHandle,int32_t,ArkUI_NodeHandle node,int32_t OH_ArkUI_UnregisterLayoutCallbackOnNodeHandle(ArkUI_NodeHandle)
include/arkui/native_node.h,9718,OH_ArkUI_UnregisterSystemColorModeChangeEvent,void,ArkUI_NodeHandle node,void OH_ArkUI_UnregisterSystemColorModeChangeEvent(ArkUI_NodeHandle)
include/arkui/native_node.h,9741,OH_ArkUI_UnregisterSystemFontStyleChangeEvent,void,ArkUI_NodeHandle node,void OH_ArkUI_UnregisterSystemFontStyleChangeEvent(ArkUI_NodeHandle)
include/arkui/native_node_napi.h,74,OH_ArkUI_GetContextFromNapiValue,int32_t,"napi_env env,napi_value value,ArkUI_ContextHandle * context","int32_t OH_ArkUI_GetContextFromNapiValue(napi_env,napi_value,ArkUI_ContextHandle *)"
include/arkui/native_node_napi.h,103,OH_ArkUI_GetDrawableDescriptorFromNapiValue,int32_t,"napi_env env,napi_value value,ArkUI_DrawableDescriptor ** drawableDescriptor","int32_t OH_ArkUI_GetDrawableDescriptorFromNapiValue(napi_env,napi_value,ArkUI_DrawableDescriptor **)"
include/arkui/native_node_napi.h,118,OH_ArkUI_GetDrawableDescriptorFromResourceNapiValue,int32_t,"napi_env env,napi_value value,ArkUI_DrawableDescriptor ** drawableDescriptor","int32_t OH_ArkUI_GetDrawableDescriptorFromResourceNapiValue(napi_env,napi_value,ArkUI_DrawableDescriptor **)"
include/arkui/native_node_napi.h,224,OH_ArkUI_GetNavDestinationId,ArkUI_ErrorCode,"ArkUI_NodeHandle node,char * buffer,int32_t bufferSize,int32_t * writeLength","ArkUI_ErrorCode OH_ArkUI_GetNavDestinationId(ArkUI_NodeHandle,char *,int32_t,int32_t *)"
include/arkui/native_node_napi.h,253,OH_ArkUI_GetNavDestinationIndex,ArkUI_ErrorCode,"ArkUI_NodeHandle node,int32_t * index","ArkUI_ErrorCode OH_ArkUI_GetNavDestinationIndex(ArkUI_NodeHandle,int32_t *)"
include/arkui/native_node_napi.h,162,OH_ArkUI_GetNavDestinationName,ArkUI_ErrorCode,"ArkUI_NodeHandle node,char * buffer,int32_t bufferSize,int32_t * writeLength","ArkUI_ErrorCode OH_ArkUI_GetNavDestinationName(ArkUI_NodeHandle,char *,int32_t,int32_t *)"
include/arkui/native_node_napi.h,202,OH_ArkUI_GetNavDestinationNameByIndex,ArkUI_ErrorCode,"ArkUI_NodeHandle node,int32_t index,char * buffer,int32_t bufferSize,int32_t * writeLength","ArkUI_ErrorCode OH_ArkUI_GetNavDestinationNameByIndex(ArkUI_NodeHandle,int32_t,char *,int32_t,int32_t *)"
include/arkui/native_node_napi.h,263,OH_ArkUI_GetNavDestinationParam,napi_value,ArkUI_NodeHandle node,napi_value OH_ArkUI_GetNavDestinationParam(ArkUI_NodeHandle)
include/arkui/native_node_napi.h,239,OH_ArkUI_GetNavDestinationState,ArkUI_ErrorCode,"ArkUI_NodeHandle node,ArkUI_NavDestinationState * state","ArkUI_ErrorCode OH_ArkUI_GetNavDestinationState(ArkUI_NodeHandle,ArkUI_NavDestinationState *)"
include/arkui/native_node_napi.h,177,OH_ArkUI_GetNavStackLength,ArkUI_ErrorCode,"ArkUI_NodeHandle node,int32_t * length","ArkUI_ErrorCode OH_ArkUI_GetNavStackLength(ArkUI_NodeHandle,int32_t *)"
include/arkui/native_node_napi.h,140,OH_ArkUI_GetNavigationId,ArkUI_ErrorCode,"ArkUI_NodeHandle node,char * buffer,int32_t bufferSize,int32_t * writeLength","ArkUI_ErrorCode OH_ArkUI_GetNavigationId(ArkUI_NodeHandle,char *,int32_t,int32_t *)"
include/arkui/native_node_napi.h,89,OH_ArkUI_GetNodeContentFromNapiValue,int32_t,"napi_env env,napi_value value,ArkUI_NodeContentHandle * content","int32_t OH_ArkUI_GetNodeContentFromNapiValue(napi_env,napi_value,ArkUI_NodeContentHandle *)"
include/arkui/native_node_napi.h,60,OH_ArkUI_GetNodeHandleFromNapiValue,int32_t,"napi_env env,napi_value frameNode,ArkUI_NodeHandle * handle","int32_t OH_ArkUI_GetNodeHandleFromNapiValue(napi_env,napi_value,ArkUI_NodeHandle *)"
include/arkui/native_node_napi.h,355,OH_ArkUI_GetRouterPageId,ArkUI_ErrorCode,"ArkUI_NodeHandle node,char * buffer,int32_t bufferSize,int32_t * writeLength","ArkUI_ErrorCode OH_ArkUI_GetRouterPageId(ArkUI_NodeHandle,char *,int32_t,int32_t *)"
include/arkui/native_node_napi.h,277,OH_ArkUI_GetRouterPageIndex,ArkUI_ErrorCode,"ArkUI_NodeHandle node,int32_t * index","ArkUI_ErrorCode OH_ArkUI_GetRouterPageIndex(ArkUI_NodeHandle,int32_t *)"
include/arkui/native_node_napi.h,298,OH_ArkUI_GetRouterPageName,ArkUI_ErrorCode,"ArkUI_NodeHandle node,char * buffer,int32_t bufferSize,int32_t * writeLength","ArkUI_ErrorCode OH_ArkUI_GetRouterPageName(ArkUI_NodeHandle,char *,int32_t,int32_t *)"
include/arkui/native_node_napi.h,320,OH_ArkUI_GetRouterPagePath,ArkUI_ErrorCode,"ArkUI_NodeHandle node,char * buffer,int32_t bufferSize,int32_t * writeLength","ArkUI_ErrorCode OH_ArkUI_GetRouterPagePath(ArkUI_NodeHandle,char *,int32_t,int32_t *)"
include/arkui/native_node_napi.h,334,OH_ArkUI_GetRouterPageState,ArkUI_ErrorCode,"ArkUI_NodeHandle node,ArkUI_RouterPageState * state","ArkUI_ErrorCode OH_ArkUI_GetRouterPageState(ArkUI_NodeHandle,ArkUI_RouterPageState *)"
include/arkui/native_node_napi.h,388,OH_ArkUI_InitModuleForArkTSEnv,ArkUI_ErrorCode,napi_env env,ArkUI_ErrorCode OH_ArkUI_InitModuleForArkTSEnv(napi_env)
include/arkui/native_node_napi.h,397,OH_ArkUI_NotifyArkTSEnvDestroy,void,napi_env env,void OH_ArkUI_NotifyArkTSEnvDestroy(napi_env)
include/arkui/native_node_napi.h,374,OH_ArkUI_PostFrameCallback,int32_t,"ArkUI_ContextHandle uiContext,void * userData,void (* callback)(uint64_t nanoTimestamp,uint32_t frameCount,void * userData)","int32_t OH_ArkUI_PostFrameCallback(ArkUI_ContextHandle,void *,void (* callback)(uint64_t nanoTimestamp,uint32_t frameCount,void * userData))"
include/arkui/native_node_napi.h,415,OH_ArkUI_PostIdleCallback,int32_t,"ArkUI_ContextHandle uiContext,void * userData,void (* callback)(uint64_t nanoTimeLeft,uint32_t frameCount,void * userData)","int32_t OH_ArkUI_PostIdleCallback(ArkUI_ContextHandle,void *,void (* callback)(uint64_t nanoTimeLeft,uint32_t frameCount,void * userData))"
include/arkui/native_render.h,268,OH_ArkUI_RenderNodeUtils_AddChild,int32_t,"ArkUI_RenderNodeHandle node,ArkUI_RenderNodeHandle child","int32_t OH_ArkUI_RenderNodeUtils_AddChild(ArkUI_RenderNodeHandle,ArkUI_RenderNodeHandle)"
include/arkui/native_render.h,195,OH_ArkUI_RenderNodeUtils_AddRenderNode,int32_t,"ArkUI_NodeHandle node,ArkUI_RenderNodeHandle child","int32_t OH_ArkUI_RenderNodeUtils_AddRenderNode(ArkUI_NodeHandle,ArkUI_RenderNodeHandle)"
include/arkui/native_render.h,1185,OH_ArkUI_RenderNodeUtils_AttachColorAnimatableProperty,int32_t,"ArkUI_RenderContentModifierHandle modifier,ArkUI_ColorAnimatablePropertyHandle property","int32_t OH_ArkUI_RenderNodeUtils_AttachColorAnimatableProperty(ArkUI_RenderContentModifierHandle,ArkUI_ColorAnimatablePropertyHandle)"
include/arkui/native_render.h,1140,OH_ArkUI_RenderNodeUtils_AttachColorProperty,int32_t,"ArkUI_RenderContentModifierHandle modifier,ArkUI_ColorPropertyHandle property","int32_t OH_ArkUI_RenderNodeUtils_AttachColorProperty(ArkUI_RenderContentModifierHandle,ArkUI_ColorPropertyHandle)"
include/arkui/native_render.h,1079,OH_ArkUI_RenderNodeUtils_AttachContentModifier,int32_t,"ArkUI_RenderNodeHandle node,ArkUI_RenderContentModifierHandle modifier","int32_t OH_ArkUI_RenderNodeUtils_AttachContentModifier(ArkUI_RenderNodeHandle,ArkUI_RenderContentModifierHandle)"
include/arkui/native_render.h,1155,OH_ArkUI_RenderNodeUtils_AttachFloatAnimatableProperty,int32_t,"ArkUI_RenderContentModifierHandle modifier,ArkUI_FloatAnimatablePropertyHandle property","int32_t OH_ArkUI_RenderNodeUtils_AttachFloatAnimatableProperty(ArkUI_RenderContentModifierHandle,ArkUI_FloatAnimatablePropertyHandle)"
include/arkui/native_render.h,1112,OH_ArkUI_RenderNodeUtils_AttachFloatProperty,int32_t,"ArkUI_RenderContentModifierHandle modifier,ArkUI_FloatPropertyHandle property","int32_t OH_ArkUI_RenderNodeUtils_AttachFloatProperty(ArkUI_RenderContentModifierHandle,ArkUI_FloatPropertyHandle)"
include/arkui/native_render.h,1170,OH_ArkUI_RenderNodeUtils_AttachVector2AnimatableProperty,int32_t,"ArkUI_RenderContentModifierHandle modifier,ArkUI_Vector2AnimatablePropertyHandle property","int32_t OH_ArkUI_RenderNodeUtils_AttachVector2AnimatableProperty(ArkUI_RenderContentModifierHandle,ArkUI_Vector2AnimatablePropertyHandle)"
include/arkui/native_render.h,1126,OH_ArkUI_RenderNodeUtils_AttachVector2Property,int32_t,"ArkUI_RenderContentModifierHandle modifier,ArkUI_Vector2PropertyHandle property","int32_t OH_ArkUI_RenderNodeUtils_AttachVector2Property(ArkUI_RenderContentModifierHandle,ArkUI_Vector2PropertyHandle)"
include/arkui/native_render.h,309,OH_ArkUI_RenderNodeUtils_ClearChildren,int32_t,ArkUI_RenderNodeHandle node,int32_t OH_ArkUI_RenderNodeUtils_ClearChildren(ArkUI_RenderNodeHandle)
include/arkui/native_render.h,222,OH_ArkUI_RenderNodeUtils_ClearRenderNodeChildren,int32_t,ArkUI_NodeHandle node,int32_t OH_ArkUI_RenderNodeUtils_ClearRenderNodeChildren(ArkUI_NodeHandle)
include/arkui/native_render.h,1614,OH_ArkUI_RenderNodeUtils_CreateCircleShapeOption,ArkUI_CircleShapeOption *,void,ArkUI_CircleShapeOption * OH_ArkUI_RenderNodeUtils_CreateCircleShapeOption(void)
include/arkui/native_render.h,1420,OH_ArkUI_RenderNodeUtils_CreateColorAnimatableProperty,ArkUI_ColorAnimatablePropertyHandle,uint32_t value,ArkUI_ColorAnimatablePropertyHandle OH_ArkUI_RenderNodeUtils_CreateColorAnimatableProperty(uint32_t)
include/arkui/native_render.h,1284,OH_ArkUI_RenderNodeUtils_CreateColorProperty,ArkUI_ColorPropertyHandle,uint32_t value,ArkUI_ColorPropertyHandle OH_ArkUI_RenderNodeUtils_CreateColorProperty(uint32_t)
include/arkui/native_render.h,1696,OH_ArkUI_RenderNodeUtils_CreateCommandPathOption,ArkUI_CommandPathOption *,void,ArkUI_CommandPathOption * OH_ArkUI_RenderNodeUtils_CreateCommandPathOption(void)
include/arkui/native_render.h,1091,OH_ArkUI_RenderNodeUtils_CreateContentModifier,ArkUI_RenderContentModifierHandle,void,ArkUI_RenderContentModifierHandle OH_ArkUI_RenderNodeUtils_CreateContentModifier(void)
include/arkui/native_render.h,1327,OH_ArkUI_RenderNodeUtils_CreateFloatAnimatableProperty,ArkUI_FloatAnimatablePropertyHandle,float value,ArkUI_FloatAnimatablePropertyHandle OH_ArkUI_RenderNodeUtils_CreateFloatAnimatableProperty(float)
include/arkui/native_render.h,1195,OH_ArkUI_RenderNodeUtils_CreateFloatProperty,ArkUI_FloatPropertyHandle,float value,ArkUI_FloatPropertyHandle OH_ArkUI_RenderNodeUtils_CreateFloatProperty(float)
include/arkui/native_render.h,243,OH_ArkUI_RenderNodeUtils_CreateNode,ArkUI_RenderNodeHandle,void,ArkUI_RenderNodeHandle OH_ArkUI_RenderNodeUtils_CreateNode(void)
include/arkui/native_render.h,1560,OH_ArkUI_RenderNodeUtils_CreateNodeBorderColorOption,ArkUI_NodeBorderColorOption *,void,ArkUI_NodeBorderColorOption * OH_ArkUI_RenderNodeUtils_CreateNodeBorderColorOption(void)
include/arkui/native_render.h,1587,OH_ArkUI_RenderNodeUtils_CreateNodeBorderRadiusOption,ArkUI_NodeBorderRadiusOption *,void,ArkUI_NodeBorderRadiusOption * OH_ArkUI_RenderNodeUtils_CreateNodeBorderRadiusOption(void)
include/arkui/native_render.h,1506,OH_ArkUI_RenderNodeUtils_CreateNodeBorderStyleOption,ArkUI_NodeBorderStyleOption *,void,ArkUI_NodeBorderStyleOption * OH_ArkUI_RenderNodeUtils_CreateNodeBorderStyleOption(void)
include/arkui/native_render.h,1533,OH_ArkUI_RenderNodeUtils_CreateNodeBorderWidthOption,ArkUI_NodeBorderWidthOption *,void,ArkUI_NodeBorderWidthOption * OH_ArkUI_RenderNodeUtils_CreateNodeBorderWidthOption(void)
include/arkui/native_render.h,1479,OH_ArkUI_RenderNodeUtils_CreateRectShapeOption,ArkUI_RectShapeOption *,void,ArkUI_RectShapeOption * OH_ArkUI_RenderNodeUtils_CreateRectShapeOption(void)
include/arkui/native_render.h,1840,OH_ArkUI_RenderNodeUtils_CreateRenderNodeClipOptionFromCircleShape,ArkUI_RenderNodeClipOption *,ArkUI_CircleShapeOption * shape,ArkUI_RenderNodeClipOption * OH_ArkUI_RenderNodeUtils_CreateRenderNodeClipOptionFromCircleShape(ArkUI_CircleShapeOption *)
include/arkui/native_render.h,1860,OH_ArkUI_RenderNodeUtils_CreateRenderNodeClipOptionFromCommandPath,ArkUI_RenderNodeClipOption *,ArkUI_CommandPathOption * path,ArkUI_RenderNodeClipOption * OH_ArkUI_RenderNodeUtils_CreateRenderNodeClipOptionFromCommandPath(ArkUI_CommandPathOption *)
include/arkui/native_render.h,1850,OH_ArkUI_RenderNodeUtils_CreateRenderNodeClipOptionFromOvalShape,ArkUI_RenderNodeClipOption *,ArkUI_RectShapeOption * shape,ArkUI_RenderNodeClipOption * OH_ArkUI_RenderNodeUtils_CreateRenderNodeClipOptionFromOvalShape(ArkUI_RectShapeOption *)
include/arkui/native_render.h,1820,OH_ArkUI_RenderNodeUtils_CreateRenderNodeClipOptionFromRectShape,ArkUI_RenderNodeClipOption *,ArkUI_RectShapeOption * shape,ArkUI_RenderNodeClipOption * OH_ArkUI_RenderNodeUtils_CreateRenderNodeClipOptionFromRectShape(ArkUI_RectShapeOption *)
include/arkui/native_render.h,1830,OH_ArkUI_RenderNodeUtils_CreateRenderNodeClipOptionFromRoundRectShape,ArkUI_RenderNodeClipOption *,ArkUI_RoundRectShapeOption * shape,ArkUI_RenderNodeClipOption * OH_ArkUI_RenderNodeUtils_CreateRenderNodeClipOptionFromRoundRectShape(ArkUI_RoundRectShapeOption *)
include/arkui/native_render.h,1742,OH_ArkUI_RenderNodeUtils_CreateRenderNodeMaskOptionFromCircleShape,ArkUI_RenderNodeMaskOption *,ArkUI_CircleShapeOption * shape,ArkUI_RenderNodeMaskOption * OH_ArkUI_RenderNodeUtils_CreateRenderNodeMaskOptionFromCircleShape(ArkUI_CircleShapeOption *)
include/arkui/native_render.h,1762,OH_ArkUI_RenderNodeUtils_CreateRenderNodeMaskOptionFromCommandPath,ArkUI_RenderNodeMaskOption *,ArkUI_CommandPathOption * path,ArkUI_RenderNodeMaskOption * OH_ArkUI_RenderNodeUtils_CreateRenderNodeMaskOptionFromCommandPath(ArkUI_CommandPathOption *)
include/arkui/native_render.h,1752,OH_ArkUI_RenderNodeUtils_CreateRenderNodeMaskOptionFromOvalShape,ArkUI_RenderNodeMaskOption *,ArkUI_RectShapeOption * shape,ArkUI_RenderNodeMaskOption * OH_ArkUI_RenderNodeUtils_CreateRenderNodeMaskOptionFromOvalShape(ArkUI_RectShapeOption *)
include/arkui/native_render.h,1722,OH_ArkUI_RenderNodeUtils_CreateRenderNodeMaskOptionFromRectShape,ArkUI_RenderNodeMaskOption *,ArkUI_RectShapeOption * shape,ArkUI_RenderNodeMaskOption * OH_ArkUI_RenderNodeUtils_CreateRenderNodeMaskOptionFromRectShape(ArkUI_RectShapeOption *)
include/arkui/native_render.h,1732,OH_ArkUI_RenderNodeUtils_CreateRenderNodeMaskOptionFromRoundRectShape,ArkUI_RenderNodeMaskOption *,ArkUI_RoundRectShapeOption * shape,ArkUI_RenderNodeMaskOption * OH_ArkUI_RenderNodeUtils_CreateRenderNodeMaskOptionFromRoundRectShape(ArkUI_RoundRectShapeOption *)
include/arkui/native_render.h,1657,OH_ArkUI_RenderNodeUtils_CreateRoundRectShapeOption,ArkUI_RoundRectShapeOption *,void,ArkUI_RoundRectShapeOption * OH_ArkUI_RenderNodeUtils_CreateRoundRectShapeOption(void)
include/arkui/native_render.h,1373,OH_ArkUI_RenderNodeUtils_CreateVector2AnimatableProperty,ArkUI_Vector2AnimatablePropertyHandle,"float x,float y","ArkUI_Vector2AnimatablePropertyHandle OH_ArkUI_RenderNodeUtils_CreateVector2AnimatableProperty(float,float)"
include/arkui/native_render.h,1239,OH_ArkUI_RenderNodeUtils_CreateVector2Property,ArkUI_Vector2PropertyHandle,"float x,float y","ArkUI_Vector2PropertyHandle OH_ArkUI_RenderNodeUtils_CreateVector2Property(float,float)"
include/arkui/native_render.h,1622,OH_ArkUI_RenderNodeUtils_DisposeCircleShapeOption,void,ArkUI_CircleShapeOption * option,void OH_ArkUI_RenderNodeUtils_DisposeCircleShapeOption(ArkUI_CircleShapeOption *)
include/arkui/native_render.h,1456,OH_ArkUI_RenderNodeUtils_DisposeColorAnimatableProperty,void,ArkUI_ColorAnimatablePropertyHandle property,void OH_ArkUI_RenderNodeUtils_DisposeColorAnimatableProperty(ArkUI_ColorAnimatablePropertyHandle)
include/arkui/native_render.h,1318,OH_ArkUI_RenderNodeUtils_DisposeColorProperty,void,ArkUI_ColorPropertyHandle property,void OH_ArkUI_RenderNodeUtils_DisposeColorProperty(ArkUI_ColorPropertyHandle)
include/arkui/native_render.h,1704,OH_ArkUI_RenderNodeUtils_DisposeCommandPathOption,void,ArkUI_CommandPathOption * option,void OH_ArkUI_RenderNodeUtils_DisposeCommandPathOption(ArkUI_CommandPathOption *)
include/arkui/native_render.h,1099,OH_ArkUI_RenderNodeUtils_DisposeContentModifier,void,ArkUI_RenderContentModifierHandle modifier,void OH_ArkUI_RenderNodeUtils_DisposeContentModifier(ArkUI_RenderContentModifierHandle)
include/arkui/native_render.h,1363,OH_ArkUI_RenderNodeUtils_DisposeFloatAnimatableProperty,void,ArkUI_FloatAnimatablePropertyHandle property,void OH_ArkUI_RenderNodeUtils_DisposeFloatAnimatableProperty(ArkUI_FloatAnimatablePropertyHandle)
include/arkui/native_render.h,1229,OH_ArkUI_RenderNodeUtils_DisposeFloatProperty,void,ArkUI_FloatPropertyHandle property,void OH_ArkUI_RenderNodeUtils_DisposeFloatProperty(ArkUI_FloatPropertyHandle)
include/arkui/native_render.h,255,OH_ArkUI_RenderNodeUtils_DisposeNode,int32_t,ArkUI_RenderNodeHandle node,int32_t OH_ArkUI_RenderNodeUtils_DisposeNode(ArkUI_RenderNodeHandle)
include/arkui/native_render.h,1568,OH_ArkUI_RenderNodeUtils_DisposeNodeBorderColorOption,void,ArkUI_NodeBorderColorOption * option,void OH_ArkUI_RenderNodeUtils_DisposeNodeBorderColorOption(ArkUI_NodeBorderColorOption *)
include/arkui/native_render.h,1595,OH_ArkUI_RenderNodeUtils_DisposeNodeBorderRadiusOption,void,ArkUI_NodeBorderRadiusOption * option,void OH_ArkUI_RenderNodeUtils_DisposeNodeBorderRadiusOption(ArkUI_NodeBorderRadiusOption *)
include/arkui/native_render.h,1514,OH_ArkUI_RenderNodeUtils_DisposeNodeBorderStyleOption,void,ArkUI_NodeBorderStyleOption * option,void OH_ArkUI_RenderNodeUtils_DisposeNodeBorderStyleOption(ArkUI_NodeBorderStyleOption *)
include/arkui/native_render.h,1541,OH_ArkUI_RenderNodeUtils_DisposeNodeBorderWidthOption,void,ArkUI_NodeBorderWidthOption * option,void OH_ArkUI_RenderNodeUtils_DisposeNodeBorderWidthOption(ArkUI_NodeBorderWidthOption *)
include/arkui/native_render.h,1487,OH_ArkUI_RenderNodeUtils_DisposeRectShapeOption,void,ArkUI_RectShapeOption * option,void OH_ArkUI_RenderNodeUtils_DisposeRectShapeOption(ArkUI_RectShapeOption *)
include/arkui/native_render.h,1869,OH_ArkUI_RenderNodeUtils_DisposeRenderNodeClipOption,void,ArkUI_RenderNodeClipOption * option,void OH_ArkUI_RenderNodeUtils_DisposeRenderNodeClipOption(ArkUI_RenderNodeClipOption *)
include/arkui/native_render.h,1771,OH_ArkUI_RenderNodeUtils_DisposeRenderNodeMaskOption,void,ArkUI_RenderNodeMaskOption * option,void OH_ArkUI_RenderNodeUtils_DisposeRenderNodeMaskOption(ArkUI_RenderNodeMaskOption *)
include/arkui/native_render.h,1665,OH_ArkUI_RenderNodeUtils_DisposeRoundRectShapeOption,void,ArkUI_RoundRectShapeOption * option,void OH_ArkUI_RenderNodeUtils_DisposeRoundRectShapeOption(ArkUI_RoundRectShapeOption *)
include/arkui/native_render.h,1411,OH_ArkUI_RenderNodeUtils_DisposeVector2AnimatableProperty,void,ArkUI_Vector2AnimatablePropertyHandle property,void OH_ArkUI_RenderNodeUtils_DisposeVector2AnimatableProperty(ArkUI_Vector2AnimatablePropertyHandle)
include/arkui/native_render.h,1275,OH_ArkUI_RenderNodeUtils_DisposeVector2Property,void,ArkUI_Vector2PropertyHandle property,void OH_ArkUI_RenderNodeUtils_DisposeVector2Property(ArkUI_Vector2PropertyHandle)
include/arkui/native_render.h,432,OH_ArkUI_RenderNodeUtils_GetBackgroundColor,int32_t,"ArkUI_RenderNodeHandle node,uint32_t * color","int32_t OH_ArkUI_RenderNodeUtils_GetBackgroundColor(ArkUI_RenderNodeHandle,uint32_t *)"
