source_package,declaration,status,target_package,target_declaration
platform.devices,Location_BasicInfo.timeForFix,mapped,platform.LocationKit.Location,
platform.devices,Location_BasicInfo.timeSinceBoot,mapped,platform.LocationKit.Location,
platform.devices,Location_BasicInfo.uncertaintyOfTimeSinceBoot,mapped,platform.LocationKit.Location,
platform.devices,Location_InfoCallback,mapped,platform.LocationKit.Location,
platform.devices,Location_InfoCallbackVar,mapped,platform.LocationKit.Location,
platform.devices,Location_PowerConsumptionScene,mapped,platform.LocationKit.Location,
platform.devices,Location_PowerConsumptionSceneVar,mapped,platform.LocationKit.Location,
platform.devices,Location_ResultCode,mapped,platform.LocationKit.Location,
platform.devices,Location_ResultCodeVar,mapped,platform.LocationKit.Location,
platform.devices,Location_SourceType,mapped,platform.LocationKit.Location,
platform.devices,Location_SourceTypeVar,mapped,platform.LocationKit.Location,
platform.devices,Location_UseScene,mapped,platform.LocationKit.Location,
platform.devices,Location_UseSceneVar,mapped,platform.LocationKit.Location,
platform.devices,MAX_AUTH_TIMEOUT_SECOND,mapped,platform.UniversalKeystoreKit.HuksTypeApi,
platform.devices,MIME_TYPE_BMP,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,MIME_TYPE_GIF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,MIME_TYPE_HEIC,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,MIME_TYPE_ICON,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,MIME_TYPE_JPEG,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,MIME_TYPE_PNG,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,MIME_TYPE_WEBP,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,MOUSE_ACTION_AXIS_BEGIN,mapped,platform.InputKit.Input,
platform.devices,MOUSE_ACTION_AXIS_END,mapped,platform.InputKit.Input,
platform.devices,MOUSE_ACTION_AXIS_UPDATE,mapped,platform.InputKit.Input,
platform.devices,MOUSE_ACTION_BUTTON_DOWN,mapped,platform.InputKit.Input,
platform.devices,MOUSE_ACTION_BUTTON_UP,mapped,platform.InputKit.Input,
platform.devices,MOUSE_ACTION_CANCEL,mapped,platform.InputKit.Input,
platform.devices,MOUSE_ACTION_MOVE,mapped,platform.InputKit.Input,
platform.devices,MOUSE_AXIS_SCROLL_HORIZONTAL,mapped,platform.InputKit.Input,
platform.devices,MOUSE_AXIS_SCROLL_VERTICAL,mapped,platform.InputKit.Input,
platform.devices,MOUSE_BUTTON_BACK,mapped,platform.InputKit.Input,
platform.devices,MOUSE_BUTTON_FORWARD,mapped,platform.InputKit.Input,
platform.devices,MOUSE_BUTTON_LEFT,mapped,platform.InputKit.Input,
platform.devices,MOUSE_BUTTON_MIDDLE,mapped,platform.InputKit.Input,
platform.devices,MOUSE_BUTTON_NONE,mapped,platform.InputKit.Input,
platform.devices,MOUSE_BUTTON_RIGHT,mapped,platform.InputKit.Input,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_ADOBE_RGB,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_BT2020,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_BT2100_HLG,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_BT2100_PQ,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_DCI_P3,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_DISPLAY_BT2020,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_DISPLAY_P3,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_NATIVE,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_SRGB,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_STANDARD_BT601,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_COLOR_GAMUT_STANDARD_BT709,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_FLIP_H,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_FLIP_H_ROT180,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_FLIP_H_ROT270,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_FLIP_H_ROT90,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_FLIP_V,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_FLIP_V_ROT180,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_FLIP_V_ROT270,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_FLIP_V_ROT90,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_BGRA_4444,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_BGRA_5551,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_BGRA_8888,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_BGRX_4444,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_BGRX_5551,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_BGRX_8888,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_BGR_565,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_BLOB,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_BUTT,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_CLUT1,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_CLUT4,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_CLUT8,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RAW10,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGBA16_FLOAT,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGBA_1010102,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGBA_4444,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGBA_5551,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGBA_5658,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGBA_8888,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGBX_4444,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGBX_5551,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGBX_8888,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGB_444,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGB_555,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGB_565,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_RGB_888,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_UYVY_422_PKG,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_VENDER_MASK,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_VYUY_422_PKG,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YCBCR_420_P,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YCBCR_420_SP,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YCBCR_422_P,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YCBCR_422_SP,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YCBCR_P010,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YCRCB_420_P,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YCRCB_420_SP,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YCRCB_422_P,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YCRCB_422_SP,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YCRCB_P010,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YUV_422_I,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YUYV_422_PKG,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_PIXEL_FMT_YVYU_422_PKG,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_ROTATE_180,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_ROTATE_270,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_ROTATE_90,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_ROTATE_NONE,mapped,platform.ArkGraphics2D.BufferCommon,
platform.devices,NATIVEBUFFER_USAGE_ALIGNMENT_512,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_USAGE_CPU_READ,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_USAGE_CPU_READ_OFTEN,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_USAGE_CPU_WRITE,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_USAGE_HW_RENDER,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_USAGE_HW_TEXTURE,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NATIVEBUFFER_USAGE_MEM_DMA,mapped,platform.ArkGraphics2D.OH_NativeBuffer,
platform.devices,NCP_ERR_ALREADY_IN_CHILD,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ERR_BUSY,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ERR_CONNECTION_FAILED,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ERR_INTERNAL,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ERR_INVALID_PARAM,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ERR_LIB_LOADING_FAILED,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ERR_MAX_CHILD_PROCESSES_REACHED,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ERR_MULTI_PROCESS_DISABLED,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ERR_NOT_SUPPORTED,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ERR_SERVICE_ERROR,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ERR_TIMEOUT,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ISOLATION_MODE_ISOLATED,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_ISOLATION_MODE_NORMAL,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NCP_NO_ERROR,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NON_FOLDABLE,mapped,platform.CameraKit.OH_Camera,
platform.devices,NORMAL,mapped,platform.CameraKit.OH_Camera,
platform.devices,NORMAL_PHOTO,mapped,platform.CameraKit.OH_Camera,
platform.devices,NORMAL_VIDEO,mapped,platform.CameraKit.OH_Camera,
platform.devices,NO_PERMISSION,mapped,platform.DataProtectionKit.DlpPermissionApi,
platform.devices,NativeChildProcess_Args,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Args.Companion,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Args.entryParams,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Args.fdList,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Fd,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Fd.Companion,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Fd.fd,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Fd.fdName,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Fd.next,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_FdList,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_FdList.Companion,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_FdList.head,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_IsolationMode,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_IsolationModeVar,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Options,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Options.Companion,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Options.isolationMode,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeChildProcess_Options.reserved,mapped,platform.AbilityKit.ChildProcess,
platform.devices,NativeWindowOperation,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,NativeWindowOperationVar,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OFF,mapped,platform.CameraKit.OH_Camera,
platform.devices,OHExtDataHandle,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHExtDataHandle.Companion,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHExtDataHandle.fd,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHExtDataHandle.reserve,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHExtDataHandle.reserveInts,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHHDRMetaData,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHHDRMetaData.Companion,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHHDRMetaData.key,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHHDRMetaData.value,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHHDRMetadataKey,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHHDRMetadataKeyVar,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHNativeWindow,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHNativeWindowBuffer,mapped,platform.ArkGraphics2D.NativeWindow,
platform.devices,OHOS_IMAGE_PROPERTY_ARTIST,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_BITS_PER_SAMPLE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_BODY_SERIAL_NUMBER,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_BRIGHTNESS_VALUE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_BURST_NUMBER,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_CAMERA_OWNER_NAME,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_CFA_PATTERN,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_CLOUD_ENHANCEMENT_MODE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_COLOR_SPACE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_COMPONENTS_CONFIGURATION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_COMPOSITE_IMAGE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_COMPRESSED_BITS_PER_PIXEL,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_COMPRESSION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_CONTRAST,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_COPYRIGHT,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_CUSTOM_RENDERED,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_DATE_TIME_DIGITIZED,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_DATE_TIME_ORIGINAL,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_DEFAULT_CROP_SIZE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_DEVICE_SETTING_DESCRIPTION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_DIGITAL_ZOOM_RATIO,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_DNG_VERSION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_EXIF_VERSION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_EXPOSURE_INDEX,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_EXPOSURE_MODE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_EXPOSURE_PROGRAM,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_EXPOSURE_TIME,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FACE_CONF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FACE_LEYE_CENTER,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FACE_MOUTH_CENTER,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FACE_POINTER,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FACE_RECT,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FACE_REYE_CENTER,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FACE_SMILE_SCORE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FACE_VERSION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FILE_SOURCE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FLASHPIX_VERSION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FLASH_ENERGY,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FOCAL_PLANE_RESOLUTION_UNIT,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FOCAL_PLANE_X_RESOLUTION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FOCAL_PLANE_Y_RESOLUTION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FRAGMENT_HEIGHT,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FRAGMENT_WIDTH,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_FRONT_CAMERA,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_F_NUMBER,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GAIN_CONTROL,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GAMMA,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GIF_LOOP_COUNT,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_ALTITUDE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_ALTITUDE_REF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_AREA_INFORMATION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_DEST_BEARING,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_DEST_BEARING_REF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_DEST_DISTANCE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_DEST_DISTANCE_REF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_DEST_LATITUDE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_DEST_LATITUDE_REF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_DEST_LONGITUDE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_DEST_LONGITUDE_REF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_DIFFERENTIAL,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_DOP,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_H_POSITIONING_ERROR,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_IMG_DIRECTION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_IMG_DIRECTION_REF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_LATITUDE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_LATITUDE_REF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_LONGITUDE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_LONGITUDE_REF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_MAP_DATUM,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_MEASURE_MODE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_PROCESSING_METHOD,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_SATELLITES,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_SPEED,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_SPEED_REF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_STATUS,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_TRACK,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_TRACK_REF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_GPS_VERSION_ID,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_IMAGE_LENGTH,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_IMAGE_UNIQUE_ID,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_IMAGE_WIDTH,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_ISO_SPEED_LATITUDEYYY,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_ISO_SPEED_LATITUDEZZZ,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_ISO_SPEED_RATINGS,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_IS_XMAGE_SUPPORTED,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_JPEG_INTERCHANGE_FORMAT,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_JPEG_INTERCHANGE_FORMAT_LENGTH,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_LENS_MAKE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_LENS_MODEL,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_LENS_SERIAL_NUMBER,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_LENS_SPECIFICATION,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_MAKER_NOTE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_MAX_APERTURE_VALUE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_NEW_SUBFILE_TYPE,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_OECF,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_OFFSET_TIME,mapped,platform.ImageKit.Image_NativeModule,
platform.devices,OHOS_IMAGE_PROPERTY_OFFSET_TIME_DIGITIZED,mapped,platform.ImageKit.Image_NativeModule,
