symbol,package_count,packages
ETH_P_ATMFATE,1,platform.posix
ETH_P_ATMMPOA,1,platform.posix
ETH_P_AX25,1,platform.posix
ETH_P_BATMAN,1,platform.posix
ETH_P_BPQ,1,platform.posix
ETH_P_CAIF,1,platform.posix
ETH_P_CAN,1,platform.posix
ETH_P_CANFD,1,platform.posix
ETH_P_CONTROL,1,platform.posix
ETH_P_CUST,1,platform.posix
ETH_P_DDCMP,1,platform.posix
ETH_P_DEC,1,platform.posix
ETH_P_DIAG,1,platform.posix
ETH_P_DNA_DL,1,platform.posix
ETH_P_DNA_RC,1,platform.posix
ETH_P_DNA_RT,1,platform.posix
ETH_P_DSA,1,platform.posix
ETH_P_DSA_8021Q,1,platform.posix
ETH_P_ECONET,1,platform.posix
ETH_P_EDSA,1,platform.posix
ETH_P_ERSPAN,1,platform.posix
ETH_P_ERSPAN2,1,platform.posix
ETH_P_FCOE,1,platform.posix
ETH_P_FIP,1,platform.posix
ETH_P_HDLC,1,platform.posix
ETH_P_HSR,1,platform.posix
ETH_P_IBOE,1,platform.posix
ETH_P_IEEE802154,1,platform.posix
ETH_P_IEEEPUP,1,platform.posix
ETH_P_IEEEPUPAT,1,platform.posix
ETH_P_IFE,1,platform.posix
ETH_P_IP,1,platform.posix
ETH_P_IPV6,1,platform.posix
ETH_P_IPX,1,platform.posix
ETH_P_IRDA,1,platform.posix
ETH_P_LAT,1,platform.posix
ETH_P_LINK_CTL,1,platform.posix
ETH_P_LLDP,1,platform.posix
ETH_P_LOCALTALK,1,platform.posix
ETH_P_LOOP,1,platform.posix
ETH_P_LOOPBACK,1,platform.posix
ETH_P_MACSEC,1,platform.posix
ETH_P_MAP,1,platform.posix
ETH_P_MOBITEX,1,platform.posix
ETH_P_MPLS_MC,1,platform.posix
ETH_P_MPLS_UC,1,platform.posix
ETH_P_MVRP,1,platform.posix
ETH_P_NCSI,1,platform.posix
ETH_P_NSH,1,platform.posix
ETH_P_PAE,1,platform.posix
ETH_P_PAUSE,1,platform.posix
ETH_P_PHONET,1,platform.posix
ETH_P_PPPTALK,1,platform.posix
ETH_P_PPP_DISC,1,platform.posix
ETH_P_PPP_MP,1,platform.posix
ETH_P_PPP_SES,1,platform.posix
ETH_P_PREAUTH,1,platform.posix
ETH_P_PRP,1,platform.posix
ETH_P_PUP,1,platform.posix
ETH_P_PUPAT,1,platform.posix
ETH_P_QINQ1,1,platform.posix
ETH_P_QINQ2,1,platform.posix
ETH_P_QINQ3,1,platform.posix
ETH_P_RARP,1,platform.posix
ETH_P_SCA,1,platform.posix
ETH_P_SLOW,1,platform.posix
ETH_P_SNAP,1,platform.posix
ETH_P_TDLS,1,platform.posix
ETH_P_TEB,1,platform.posix
ETH_P_TIPC,1,platform.posix
ETH_P_TRAILER,1,platform.posix
ETH_P_TR_802_2,1,platform.posix
ETH_P_TSN,1,platform.posix
ETH_P_WAN_PPP,1,platform.posix
ETH_P_WCCP,1,platform.posix
ETH_P_X25,1,platform.posix
ETH_P_XDSA,1,platform.posix
ETH_TLEN,1,platform.posix
ETH_ZLEN,1,platform.posix
ETIME,1,platform.posix
ETIMEDOUT,1,platform.posix
ETNAVIV_PARAM_GPU_BUFFER_SIZE,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_0,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_1,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_10,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_11,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_12,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_2,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_3,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_4,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_5,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_6,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_7,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_8,1,platform.drm
ETNAVIV_PARAM_GPU_FEATURES_9,1,platform.drm
ETNAVIV_PARAM_GPU_INSTRUCTION_COUNT,1,platform.drm
ETNAVIV_PARAM_GPU_MODEL,1,platform.drm
ETNAVIV_PARAM_GPU_NUM_CONSTANTS,1,platform.drm
ETNAVIV_PARAM_GPU_NUM_VARYINGS,1,platform.drm
ETNAVIV_PARAM_GPU_PIXEL_PIPES,1,platform.drm
ETNAVIV_PARAM_GPU_REGISTER_MAX,1,platform.drm
ETNAVIV_PARAM_GPU_REVISION,1,platform.drm
ETNAVIV_PARAM_GPU_SHADER_CORE_COUNT,1,platform.drm
ETNAVIV_PARAM_GPU_STREAM_COUNT,1,platform.drm
ETNAVIV_PARAM_GPU_THREAD_COUNT,1,platform.drm
ETNAVIV_PARAM_GPU_VERTEX_CACHE_SIZE,1,platform.drm
ETNAVIV_PARAM_GPU_VERTEX_OUTPUT_BUFFER_SIZE,1,platform.drm
ETNAVIV_PARAM_SOFTPIN_START_ADDR,1,platform.drm
ETNA_BO_CACHED,1,platform.drm
ETNA_BO_CACHE_MASK,1,platform.drm
ETNA_BO_FORCE_MMU,1,platform.drm
ETNA_BO_UNCACHED,1,platform.drm
ETNA_BO_WC,1,platform.drm
ETNA_MAX_PIPES,1,platform.drm
ETNA_PIPE_2D,1,platform.drm
ETNA_PIPE_3D,1,platform.drm
ETNA_PIPE_VG,1,platform.drm
ETNA_PM_PROCESS_POST,1,platform.drm
ETNA_PM_PROCESS_PRE,1,platform.drm
ETNA_PREP_NOSYNC,1,platform.drm
ETNA_PREP_READ,1,platform.drm
ETNA_PREP_WRITE,1,platform.drm
ETNA_SUBMIT_BO_READ,1,platform.drm
ETNA_SUBMIT_BO_WRITE,1,platform.drm
ETNA_SUBMIT_FENCE_FD_IN,1,platform.drm
ETNA_SUBMIT_FENCE_FD_OUT,1,platform.drm
ETNA_SUBMIT_FLAGS,1,platform.drm
ETNA_SUBMIT_NO_IMPLICIT,1,platform.drm
ETNA_SUBMIT_SOFTPIN,1,platform.drm
ETNA_USERPTR_READ,1,platform.drm
ETNA_USERPTR_WRITE,1,platform.drm
ETNA_WAIT_NONBLOCK,1,platform.drm
ETOOMANYREFS,1,platform.posix
ETXTBSY,1,platform.posix
ET_CORE,1,platform.linux
ET_DYN,1,platform.linux
ET_EXEC,1,platform.linux
ET_HIOS,1,platform.linux
ET_HIPROC,1,platform.linux
ET_LOOS,1,platform.linux
ET_LOPROC,1,platform.linux
ET_NONE,1,platform.linux
ET_NUM,1,platform.linux
ET_REL,1,platform.linux
EUCLEAN,1,platform.posix
EUNATCH,1,platform.posix
EUNDEF,1,platform.linux
EUSERS,1,platform.posix
EVENT_ADDRESS_SANITIZER,2,platform.framework|platform.ohos
EVENT_APP_CRASH,2,platform.framework|platform.ohos
EVENT_APP_FREEZE,2,platform.framework|platform.ohos
EVENT_APP_LAUNCH,2,platform.framework|platform.ohos
EVENT_BATTERY_USAGE,2,platform.framework|platform.ohos
EVENT_CPU_USAGE_HIGH,2,platform.framework|platform.ohos
EVENT_DISTRIBUTED_SERVICE_START,2,platform.framework|platform.ohos
EVENT_DRM_BASE,1,platform.multimedia
EVENT_EXPIRATION_UPDATE,1,platform.multimedia
EVENT_KEY_EXPIRED,1,platform.multimedia
EVENT_KEY_REQUIRED,1,platform.multimedia
EVENT_MAIN_THREAD_JANK,2,platform.framework|platform.ohos
EVENT_PROVISION_REQUIRED,1,platform.multimedia
EVENT_RESOURCE_OVERLIMIT,2,platform.framework|platform.ohos
EVENT_SCROLL_JANK,2,platform.framework|platform.ohos
EVENT_USER_LOGIN,2,platform.framework|platform.ohos
EVENT_USER_LOGOUT,2,platform.framework|platform.ohos
EVENT_VENDOR_DEFINED,1,platform.multimedia
EV_CHN_COMMON,1,platform.linux
EV_CHN_VOICE,1,platform.linux
EV_CURRENT,1,platform.linux
EV_NONE,1,platform.linux
EV_NUM,1,platform.linux
EV_SEQ_LOCAL,1,platform.linux
EV_SYSEX,1,platform.linux
EV_TIMING,1,platform.linux
EWOULDBLOCK,1,platform.posix
EXDEV,1,platform.posix
EXEC_OBJECT_ASYNC,1,platform.drm
EXEC_OBJECT_CAPTURE,1,platform.drm
EXEC_OBJECT_NEEDS_FENCE,1,platform.drm
EXEC_OBJECT_NEEDS_GTT,1,platform.drm
EXEC_OBJECT_PAD_TO_SIZE,1,platform.drm
EXEC_OBJECT_PINNED,1,platform.drm
EXEC_OBJECT_SUPPORTS_48B_ADDRESS,1,platform.drm
EXEC_OBJECT_WRITE,1,platform.drm
EXFULL,1,platform.posix
EXIF_METADATA,2,platform.devices|platform.multimedia
EXIT_FAILURE,1,platform.posix
EXIT_SUCCESS,1,platform.posix
EXPANDED,1,platform.devices
EXPOSURE_MODE_AUTO,1,platform.devices
EXPOSURE_MODE_CONTINUOUS_AUTO,1,platform.devices
EXPOSURE_MODE_LOCKED,1,platform.devices
EXPR_NEST_MAX,1,platform.posix
EXTA,1,platform.posix
EXTB,1,platform.posix
EXTPROC,1,platform.posix
EXTRA_MAGIC,1,platform.posix
EXYNOS_BO_CACHABLE,1,platform.drm
EXYNOS_BO_CONTIG,1,platform.drm
EXYNOS_BO_MASK,1,platform.drm
EXYNOS_BO_NONCACHABLE,1,platform.drm
EXYNOS_BO_NONCONTIG,1,platform.drm
EXYNOS_BO_WC,1,platform.drm
EX_CANTCREAT,1,platform.ohos
EX_CONFIG,1,platform.ohos
EX_DATAERR,1,platform.ohos
EX_IOERR,1,platform.ohos
EX_NOHOST,1,platform.ohos
EX_NOINPUT,1,platform.ohos
EX_NOPERM,1,platform.ohos
EX_NOUSER,1,platform.ohos
EX_OK,1,platform.ohos
EX_OSERR,1,platform.ohos
EX_OSFILE,1,platform.ohos
EX_PROTOCOL,1,platform.ohos
EX_SOFTWARE,1,platform.ohos
EX_TEMPFAIL,1,platform.ohos
EX_UNAVAILABLE,1,platform.ohos
EX_USAGE,1,platform.ohos
EX__BASE,1,platform.ohos
EX__MAX,1,platform.ohos
E_BASE,2,platform.basic|platform.framework
E_MIPS_ARCH_1,1,platform.linux
E_MIPS_ARCH_2,1,platform.linux
E_MIPS_ARCH_3,1,platform.linux
E_MIPS_ARCH_32,1,platform.linux
E_MIPS_ARCH_4,1,platform.linux
E_MIPS_ARCH_5,1,platform.linux
E_MIPS_ARCH_64,1,platform.linux
E_TABSZ,1,platform.linux
Elf32_Addr,1,platform.linux
Elf32_AddrVar,1,platform.linux
Elf32_Chdr,1,platform.linux
Elf32_Chdr.Companion,1,platform.linux
Elf32_Chdr.ch_addralign,1,platform.linux
Elf32_Chdr.ch_size,1,platform.linux
Elf32_Chdr.ch_type,1,platform.linux
Elf32_Conflict,1,platform.linux
Elf32_ConflictVar,1,platform.linux
Elf32_Dyn,1,platform.linux
Elf32_Dyn.Companion,1,platform.linux
Elf32_Dyn.d_tag,1,platform.linux
Elf32_Dyn.d_un,1,platform.linux
Elf32_Ehdr,1,platform.linux
Elf32_Ehdr.Companion,1,platform.linux
Elf32_Ehdr.e_ehsize,1,platform.linux
Elf32_Ehdr.e_entry,1,platform.linux
Elf32_Ehdr.e_flags,1,platform.linux
Elf32_Ehdr.e_ident,1,platform.linux
Elf32_Ehdr.e_machine,1,platform.linux
Elf32_Ehdr.e_phentsize,1,platform.linux
Elf32_Ehdr.e_phnum,1,platform.linux
Elf32_Ehdr.e_phoff,1,platform.linux
Elf32_Ehdr.e_shentsize,1,platform.linux
Elf32_Ehdr.e_shnum,1,platform.linux
Elf32_Ehdr.e_shoff,1,platform.linux
Elf32_Ehdr.e_shstrndx,1,platform.linux
Elf32_Ehdr.e_type,1,platform.linux
Elf32_Ehdr.e_version,1,platform.linux
Elf32_Half,1,platform.linux
Elf32_HalfVar,1,platform.linux
Elf32_Lib,1,platform.linux
Elf32_Lib.Companion,1,platform.linux
Elf32_Lib.l_checksum,1,platform.linux
Elf32_Lib.l_flags,1,platform.linux
Elf32_Lib.l_name,1,platform.linux
Elf32_Lib.l_time_stamp,1,platform.linux
Elf32_Lib.l_version,1,platform.linux
Elf32_Move,1,platform.linux
Elf32_Move.Companion,1,platform.linux
Elf32_Move.m_info,1,platform.linux
Elf32_Move.m_poffset,1,platform.linux
Elf32_Move.m_repeat,1,platform.linux
Elf32_Move.m_stride,1,platform.linux
Elf32_Move.m_value,1,platform.linux
Elf32_Nhdr,1,platform.linux
Elf32_Nhdr.Companion,1,platform.linux
Elf32_Nhdr.n_descsz,1,platform.linux
Elf32_Nhdr.n_namesz,1,platform.linux
Elf32_Nhdr.n_type,1,platform.linux
Elf32_Off,1,platform.linux
Elf32_OffVar,1,platform.linux
Elf32_Phdr,1,platform.linux
Elf32_Phdr.Companion,1,platform.linux
Elf32_Phdr.p_align,1,platform.linux
Elf32_Phdr.p_filesz,1,platform.linux
Elf32_Phdr.p_flags,1,platform.linux
Elf32_Phdr.p_memsz,1,platform.linux
Elf32_Phdr.p_offset,1,platform.linux
Elf32_Phdr.p_paddr,1,platform.linux
Elf32_Phdr.p_type,1,platform.linux
Elf32_Phdr.p_vaddr,1,platform.linux
Elf32_RegInfo,1,platform.linux
Elf32_RegInfo.Companion,1,platform.linux
Elf32_RegInfo.ri_cprmask,1,platform.linux
Elf32_RegInfo.ri_gp_value,1,platform.linux
Elf32_RegInfo.ri_gprmask,1,platform.linux
Elf32_Rel,1,platform.linux
Elf32_Rel.Companion,1,platform.linux
Elf32_Rel.r_info,1,platform.linux
Elf32_Rel.r_offset,1,platform.linux
Elf32_Rela,1,platform.linux
Elf32_Rela.Companion,1,platform.linux
Elf32_Rela.r_addend,1,platform.linux
Elf32_Rela.r_info,1,platform.linux
Elf32_Rela.r_offset,1,platform.linux
Elf32_Section,1,platform.linux
Elf32_SectionVar,1,platform.linux
Elf32_Shdr,1,platform.linux
Elf32_Shdr.Companion,1,platform.linux
Elf32_Shdr.sh_addr,1,platform.linux
Elf32_Shdr.sh_addralign,1,platform.linux
Elf32_Shdr.sh_entsize,1,platform.linux
Elf32_Shdr.sh_flags,1,platform.linux
Elf32_Shdr.sh_info,1,platform.linux
Elf32_Shdr.sh_link,1,platform.linux
Elf32_Shdr.sh_name,1,platform.linux
Elf32_Shdr.sh_offset,1,platform.linux
Elf32_Shdr.sh_size,1,platform.linux
Elf32_Shdr.sh_type,1,platform.linux
Elf32_Sword,1,platform.linux
Elf32_SwordVar,1,platform.linux
Elf32_Sxword,1,platform.linux
Elf32_SxwordVar,1,platform.linux
Elf32_Sym,1,platform.linux
Elf32_Sym.Companion,1,platform.linux
Elf32_Sym.st_info,1,platform.linux
Elf32_Sym.st_name,1,platform.linux
Elf32_Sym.st_other,1,platform.linux
Elf32_Sym.st_shndx,1,platform.linux
Elf32_Sym.st_size,1,platform.linux
Elf32_Sym.st_value,1,platform.linux
Elf32_Syminfo,1,platform.linux
Elf32_Syminfo.Companion,1,platform.linux
Elf32_Syminfo.si_boundto,1,platform.linux
Elf32_Syminfo.si_flags,1,platform.linux
Elf32_Verdaux,1,platform.linux
Elf32_Verdaux.Companion,1,platform.linux
Elf32_Verdaux.vda_name,1,platform.linux
Elf32_Verdaux.vda_next,1,platform.linux
Elf32_Verdef,1,platform.linux
Elf32_Verdef.Companion,1,platform.linux
Elf32_Verdef.vd_aux,1,platform.linux
Elf32_Verdef.vd_cnt,1,platform.linux
Elf32_Verdef.vd_flags,1,platform.linux
Elf32_Verdef.vd_hash,1,platform.linux
Elf32_Verdef.vd_ndx,1,platform.linux
Elf32_Verdef.vd_next,1,platform.linux
Elf32_Verdef.vd_version,1,platform.linux
Elf32_Vernaux,1,platform.linux
Elf32_Vernaux.Companion,1,platform.linux
Elf32_Vernaux.vna_flags,1,platform.linux
Elf32_Vernaux.vna_hash,1,platform.linux
Elf32_Vernaux.vna_name,1,platform.linux
Elf32_Vernaux.vna_next,1,platform.linux
Elf32_Vernaux.vna_other,1,platform.linux
Elf32_Verneed,1,platform.linux
Elf32_Verneed.Companion,1,platform.linux
Elf32_Verneed.vn_aux,1,platform.linux
Elf32_Verneed.vn_cnt,1,platform.linux
Elf32_Verneed.vn_file,1,platform.linux
Elf32_Verneed.vn_next,1,platform.linux
Elf32_Verneed.vn_version,1,platform.linux
Elf32_Versym,1,platform.linux
Elf32_VersymVar,1,platform.linux
Elf32_Word,1,platform.linux
Elf32_WordVar,1,platform.linux
Elf32_Xword,1,platform.linux
Elf32_XwordVar,1,platform.linux
Elf32_auxv_t,1,platform.linux
Elf32_auxv_t.Companion,1,platform.linux
Elf32_auxv_t.a_type,1,platform.linux
Elf32_auxv_t.a_un,1,platform.linux
Elf32_gptab,1,platform.linux
Elf32_gptab.Companion,1,platform.linux
Elf32_gptab.gt_entry,1,platform.linux
Elf32_gptab.gt_header,1,platform.linux
Elf64_Addr,1,platform.linux
Elf64_AddrVar,1,platform.linux
Elf64_Chdr,1,platform.linux
Elf64_Chdr.Companion,1,platform.linux
Elf64_Chdr.ch_addralign,1,platform.linux
Elf64_Chdr.ch_reserved,1,platform.linux
Elf64_Chdr.ch_size,1,platform.linux
Elf64_Chdr.ch_type,1,platform.linux
Elf64_Dyn,1,platform.linux
Elf64_Dyn.Companion,1,platform.linux
Elf64_Dyn.d_tag,1,platform.linux
Elf64_Dyn.d_un,1,platform.linux
Elf64_Ehdr,1,platform.linux
Elf64_Ehdr.Companion,1,platform.linux
Elf64_Ehdr.e_ehsize,1,platform.linux
Elf64_Ehdr.e_entry,1,platform.linux
Elf64_Ehdr.e_flags,1,platform.linux
Elf64_Ehdr.e_ident,1,platform.linux
Elf64_Ehdr.e_machine,1,platform.linux
Elf64_Ehdr.e_phentsize,1,platform.linux
Elf64_Ehdr.e_phnum,1,platform.linux
Elf64_Ehdr.e_phoff,1,platform.linux
Elf64_Ehdr.e_shentsize,1,platform.linux
Elf64_Ehdr.e_shnum,1,platform.linux
Elf64_Ehdr.e_shoff,1,platform.linux
Elf64_Ehdr.e_shstrndx,1,platform.linux
Elf64_Ehdr.e_type,1,platform.linux
Elf64_Ehdr.e_version,1,platform.linux
Elf64_Half,1,platform.linux
Elf64_HalfVar,1,platform.linux
Elf64_Lib,1,platform.linux
Elf64_Lib.Companion,1,platform.linux
Elf64_Lib.l_checksum,1,platform.linux
Elf64_Lib.l_flags,1,platform.linux
Elf64_Lib.l_name,1,platform.linux
Elf64_Lib.l_time_stamp,1,platform.linux
Elf64_Lib.l_version,1,platform.linux
Elf64_Move,1,platform.linux
Elf64_Move.Companion,1,platform.linux
Elf64_Move.m_info,1,platform.linux
Elf64_Move.m_poffset,1,platform.linux
Elf64_Move.m_repeat,1,platform.linux
Elf64_Move.m_stride,1,platform.linux
Elf64_Move.m_value,1,platform.linux
Elf64_Nhdr,1,platform.linux
Elf64_Nhdr.Companion,1,platform.linux
Elf64_Nhdr.n_descsz,1,platform.linux
Elf64_Nhdr.n_namesz,1,platform.linux
Elf64_Nhdr.n_type,1,platform.linux
Elf64_Off,1,platform.linux
Elf64_OffVar,1,platform.linux
Elf64_Phdr,1,platform.linux
Elf64_Phdr.Companion,1,platform.linux
Elf64_Phdr.p_align,1,platform.linux
Elf64_Phdr.p_filesz,1,platform.linux
Elf64_Phdr.p_flags,1,platform.linux
Elf64_Phdr.p_memsz,1,platform.linux
Elf64_Phdr.p_offset,1,platform.linux
Elf64_Phdr.p_paddr,1,platform.linux
Elf64_Phdr.p_type,1,platform.linux
Elf64_Phdr.p_vaddr,1,platform.linux
Elf64_Rel,1,platform.linux
Elf64_Rel.Companion,1,platform.linux
Elf64_Rel.r_info,1,platform.linux
Elf64_Rel.r_offset,1,platform.linux
Elf64_Rela,1,platform.linux
Elf64_Rela.Companion,1,platform.linux
Elf64_Rela.r_addend,1,platform.linux
Elf64_Rela.r_info,1,platform.linux
Elf64_Rela.r_offset,1,platform.linux
Elf64_Section,1,platform.linux
Elf64_SectionVar,1,platform.linux
Elf64_Shdr,1,platform.linux
Elf64_Shdr.Companion,1,platform.linux
Elf64_Shdr.sh_addr,1,platform.linux
Elf64_Shdr.sh_addralign,1,platform.linux
Elf64_Shdr.sh_entsize,1,platform.linux
Elf64_Shdr.sh_flags,1,platform.linux
Elf64_Shdr.sh_info,1,platform.linux
Elf64_Shdr.sh_link,1,platform.linux
Elf64_Shdr.sh_name,1,platform.linux
Elf64_Shdr.sh_offset,1,platform.linux
Elf64_Shdr.sh_size,1,platform.linux
Elf64_Shdr.sh_type,1,platform.linux
Elf64_Sword,1,platform.linux
Elf64_SwordVar,1,platform.linux
Elf64_Sxword,1,platform.linux
Elf64_SxwordVar,1,platform.linux
Elf64_Sym,1,platform.linux
Elf64_Sym.Companion,1,platform.linux
Elf64_Sym.st_info,1,platform.linux
Elf64_Sym.st_name,1,platform.linux
Elf64_Sym.st_other,1,platform.linux
Elf64_Sym.st_shndx,1,platform.linux
Elf64_Sym.st_size,1,platform.linux
Elf64_Sym.st_value,1,platform.linux
Elf64_Syminfo,1,platform.linux
Elf64_Syminfo.Companion,1,platform.linux
Elf64_Syminfo.si_boundto,1,platform.linux
Elf64_Syminfo.si_flags,1,platform.linux
Elf64_Verdaux,1,platform.linux
Elf64_Verdaux.Companion,1,platform.linux
Elf64_Verdaux.vda_name,1,platform.linux
Elf64_Verdaux.vda_next,1,platform.linux
Elf64_Verdef,1,platform.linux
Elf64_Verdef.Companion,1,platform.linux
Elf64_Verdef.vd_aux,1,platform.linux
Elf64_Verdef.vd_cnt,1,platform.linux
Elf64_Verdef.vd_flags,1,platform.linux
Elf64_Verdef.vd_hash,1,platform.linux
Elf64_Verdef.vd_ndx,1,platform.linux
Elf64_Verdef.vd_next,1,platform.linux
Elf64_Verdef.vd_version,1,platform.linux
Elf64_Vernaux,1,platform.linux
Elf64_Vernaux.Companion,1,platform.linux
Elf64_Vernaux.vna_flags,1,platform.linux
Elf64_Vernaux.vna_hash,1,platform.linux
Elf64_Vernaux.vna_name,1,platform.linux
Elf64_Vernaux.vna_next,1,platform.linux
Elf64_Vernaux.vna_other,1,platform.linux
Elf64_Verneed,1,platform.linux
Elf64_Verneed.Companion,1,platform.linux
Elf64_Verneed.vn_aux,1,platform.linux
Elf64_Verneed.vn_cnt,1,platform.linux
Elf64_Verneed.vn_file,1,platform.linux
Elf64_Verneed.vn_next,1,platform.linux
Elf64_Verneed.vn_version,1,platform.linux
Elf64_Versym,1,platform.linux
Elf64_VersymVar,1,platform.linux
Elf64_Word,1,platform.linux
Elf64_WordVar,1,platform.linux
Elf64_Xword,1,platform.linux
Elf64_XwordVar,1,platform.linux
Elf64_auxv_t,1,platform.linux
Elf64_auxv_t.Companion,1,platform.linux
Elf64_auxv_t.a_type,1,platform.linux
Elf64_auxv_t.a_un,1,platform.linux
Elf_MIPS_ABIFlags_v0,1,platform.linux
Elf_MIPS_ABIFlags_v0.Companion,1,platform.linux
Elf_MIPS_ABIFlags_v0.ases,1,platform.linux
Elf_MIPS_ABIFlags_v0.cpr1_size,1,platform.linux
Elf_MIPS_ABIFlags_v0.cpr2_size,1,platform.linux
Elf_MIPS_ABIFlags_v0.flags1,1,platform.linux
Elf_MIPS_ABIFlags_v0.flags2,1,platform.linux
Elf_MIPS_ABIFlags_v0.fp_abi,1,platform.linux
Elf_MIPS_ABIFlags_v0.gpr_size,1,platform.linux
Elf_MIPS_ABIFlags_v0.isa_ext,1,platform.linux
Elf_MIPS_ABIFlags_v0.isa_level,1,platform.linux
Elf_MIPS_ABIFlags_v0.isa_rev,1,platform.linux
Elf_MIPS_ABIFlags_v0.version,1,platform.linux
Elf_Options,1,platform.linux
Elf_Options.Companion,1,platform.linux
Elf_Options.info,1,platform.linux
Elf_Options.kind,1,platform.linux
Elf_Options.section,1,platform.linux
Elf_Options.size,1,platform.linux
Elf_Options_Hw,1,platform.linux
Elf_Options_Hw.Companion,1,platform.linux
Elf_Options_Hw.hwp_flags1,1,platform.linux
Elf_Options_Hw.hwp_flags2,1,platform.linux
Elf_Symndx,1,platform.linux
Elf_SymndxVar,1,platform.linux
EventType,2,platform.framework|platform.ohos
EventTypeVar,2,platform.framework|platform.ohos
FACE_DETECTION,1,platform.devices
FALLOC_FL_KEEP_SIZE,1,platform.posix
FALLOC_FL_PUNCH_HOLE,1,platform.posix
FANOTIFY_METADATA_VERSION,1,platform.linux
FAN_ACCESS,1,platform.linux
FAN_ACCESS_PERM,1,platform.linux
FAN_ALLOW,1,platform.linux
FAN_ALL_CLASS_BITS,1,platform.linux
FAN_ALL_EVENTS,1,platform.linux
FAN_ALL_INIT_FLAGS,1,platform.linux
FAN_ALL_MARK_FLAGS,1,platform.linux
FAN_ALL_OUTGOING_EVENTS,1,platform.linux
FAN_ALL_PERM_EVENTS,1,platform.linux
FAN_ATTRIB,1,platform.linux
FAN_AUDIT,1,platform.linux
FAN_CLASS_CONTENT,1,platform.linux
FAN_CLASS_NOTIF,1,platform.linux
FAN_CLASS_PRE_CONTENT,1,platform.linux
FAN_CLOEXEC,1,platform.linux
FAN_CLOSE,1,platform.linux
FAN_CLOSE_NOWRITE,1,platform.linux
FAN_CLOSE_WRITE,1,platform.linux
FAN_CREATE,1,platform.linux
FAN_DELETE,1,platform.linux
FAN_DELETE_SELF,1,platform.linux
FAN_DENY,1,platform.linux
FAN_ENABLE_AUDIT,1,platform.linux
FAN_EVENT_INFO_TYPE_FID,1,platform.linux
FAN_EVENT_METADATA_LEN,1,platform.linux
FAN_EVENT_ON_CHILD,1,platform.linux
FAN_MARK_ADD,1,platform.linux
FAN_MARK_DONT_FOLLOW,1,platform.linux
FAN_MARK_FILESYSTEM,1,platform.linux
FAN_MARK_FLUSH,1,platform.linux
FAN_MARK_IGNORED_MASK,1,platform.linux
FAN_MARK_IGNORED_SURV_MODIFY,1,platform.linux
FAN_MARK_INODE,1,platform.linux
FAN_MARK_MOUNT,1,platform.linux
FAN_MARK_ONLYDIR,1,platform.linux
FAN_MARK_REMOVE,1,platform.linux
FAN_MARK_TYPE_MASK,1,platform.linux
FAN_MODIFY,1,platform.linux
FAN_MOVE,1,platform.linux
FAN_MOVED_FROM,1,platform.linux
FAN_MOVED_TO,1,platform.linux
FAN_MOVE_SELF,1,platform.linux
FAN_NOFD,1,platform.linux
FAN_NONBLOCK,1,platform.linux
FAN_ONDIR,1,platform.linux
FAN_OPEN,1,platform.linux
FAN_OPEN_EXEC,1,platform.linux
FAN_OPEN_EXEC_PERM,1,platform.linux
FAN_OPEN_PERM,1,platform.linux
FAN_Q_OVERFLOW,1,platform.linux
FAN_REPORT_FID,1,platform.linux
FAN_REPORT_TID,1,platform.linux
FAN_UNLIMITED_MARKS,1,platform.linux
FAN_UNLIMITED_QUEUE,1,platform.linux
FAPPEND,1,platform.posix
FASYNC,1,platform.posix
FAULT,2,platform.framework|platform.ohos
FDSAN_OWNER_TYPE_DEFAULT,1,platform.posix
FDSAN_OWNER_TYPE_DIRECTORY,1,platform.posix
FDSAN_OWNER_TYPE_FILE,1,platform.posix
FDSAN_OWNER_TYPE_MAX,1,platform.posix
FDSAN_OWNER_TYPE_UNIQUE_FD,1,platform.posix
FDSAN_OWNER_TYPE_ZIP_ARCHIVE,1,platform.posix
FD_CLOEXEC,1,platform.posix
FD_COUNT_LARGE_GIVEN_BUFFER,1,platform.posix
FD_SETSIZE,1,platform.posix
FE_ALL_EXCEPT,1,platform.posix
FE_DFL_ENV,1,platform.posix
FE_DIVBYZERO,1,platform.posix
FE_DOWNWARD,1,platform.posix
FE_INEXACT,1,platform.posix
FE_INVALID,1,platform.posix
FE_OVERFLOW,1,platform.posix
FE_TONEAREST,1,platform.posix
FE_TOWARDZERO,1,platform.posix
FE_UNDERFLOW,1,platform.posix
FE_UPWARD,1,platform.posix
FF0,1,platform.posix
FF1,1,platform.posix
FFDLY,1,platform.posix
FFSYNC,1,platform.posix
